,Name ,player_positions,overall,potential,age,value_eur,wage_eur,club_contract_valid_until,pace,passing,dribbling,defending,attacking_crossing,attacking_short_passing,skill_dribbling,skill_curve,skill_long_passing,movement_acceleration,movement_sprint_speed,defending_marking_awareness,defending_sliding_tackle,defending_standing_tackle,power_stamina,height_cm
16207,B. Csiszér,"RB, LB",59,70,22,475000.0,2000.0,2022.0,66,45,53,55,56,51,45,41,39,60,71,55,58,55,58,176
10192,L. Suárez,"LB, CB",65,68,26,850000.0,3000.0,2022.0,66,47,52,65,56,56,49,30,45,67,66,61,69,67,68,181
13460,F. D'Onofrio,"RB, LB",62,62,30,350000.0,3000.0,2022.0,66,54,58,59,59,58,56,36,53,67,66,60,60,60,60,180
10174,T. Thompson,"RB, LB",65,66,25,775000.0,2000.0,2021.0,66,60,74,59,55,69,73,58,54,69,64,60,53,61,82,173
18210,N. Gahlot,"LB, CB, RB",54,64,20,230000.0,500.0,2022.0,66,41,43,52,40,42,38,34,40,65,67,48,50,54,67,184
10352,K. Ota,LB,65,65,33,375000.0,2000.0,2023.0,66,64,64,62,65,65,64,67,63,67,65,61,62,63,68,178
5146,Victor Bereitta,"LB, CB",70,70,25,1600000.0,16000.0,2024.0,66,61,54,70,75,72,49,43,54,61,70,76,72,67,59,178
18259,D. Dassy,LB,54,72,18,250000.0,600.0,2025.0,66,45,52,50,51,50,45,37,46,67,65,47,55,55,55,181
18261,D. Meitei,LB,54,55,27,110000.0,500.0,2024.0,66,43,50,50,48,44,49,45,43,67,66,52,55,53,60,175
13972,A. Lungwitz,LB,62,74,20,925000.0,1000.0,2023.0,66,48,56,60,60,53,54,40,42,63,69,57,63,65,63,175
19008,P. Singh,LB,50,55,25,60000.0,500.0,2024.0,66,36,41,48,40,37,37,47,30,70,62,50,47,45,48,176
14678,A. Lewis,"LB, LWB",61,74,21,775000.0,9000.0,2022.0,66,57,62,57,62,56,64,62,52,73,60,56,57,60,59,175
15307,I. Vujica,"LB, LWB, CB",60,63,24,300000.0,500.0,2022.0,66,52,63,57,60,55,63,48,51,67,66,57,58,62,58,180
8405,S. Dewaele,"CDM, CM, LB",67,73,22,1500000.0,4000.0,2022.0,66,68,66,63,68,73,64,48,71,63,68,61,64,66,64,180
14573,F. Zorba,"CB, LB",61,70,23,675000.0,1000.0,2022.0,66,44,53,60,47,54,49,33,39,65,67,58,60,63,65,185
14627,Hu Ruibao,"LWB, LB",61,67,24,475000.0,2000.0,2021.0,66,47,55,61,50,54,50,39,52,67,66,62,63,61,61,185
19198,N. Rabha,LB,48,52,24,60000.0,500.0,2023.0,66,35,46,44,38,35,47,33,29,70,63,47,43,44,56,176
8759,L. De Bock,"LB, CB",66,66,28,775000.0,18000.0,2022.0,66,62,62,63,68,61,62,72,57,65,67,60,64,67,74,179
8851,H. Jimenez,"LB, RB, RM",66,66,32,600000.0,2000.0,2022.0,66,64,66,64,66,64,64,72,59,64,67,65,58,65,70,175
8805,J. Davidson,"LWB, LB",66,66,30,725000.0,3000.0,2022.0,66,60,65,60,67,63,66,66,53,69,63,57,64,62,70,180
8890,J. Husband,"LB, CB",66,66,27,825000.0,4000.0,2023.0,66,56,64,65,64,54,64,67,49,63,68,67,65,66,72,179
14894,Pablo Pérez,"LB, LM",61,74,19,750000.0,2000.0,2024.0,66,51,55,56,68,49,58,32,48,65,66,47,63,62,65,170
3929,L. Orbán,"CB, LB",71,71,32,1200000.0,11000.0,2022.0,66,60,61,69,59,63,57,76,60,58,73,67,76,70,74,179
8636,A. Teuten,"LB, LWB",67,75,22,2200000.0,500.0,2021.0,66,59,69,63,72,60,68,62,48,78,57,71,62,64,75,173
8733,O. Mendoza,"LB, RB",66,66,32,600000.0,3000.0,2021.0,66,54,60,62,60,59,58,53,56,65,67,58,65,65,74,173
8708,P. Bengtsson,LB,66,66,33,450000.0,6000.0,2022.0,66,63,63,61,66,65,61,65,60,66,66,64,64,63,73,177
3111,J. Torres Nilo,"CB, LB",72,72,33,1100000.0,14000.0,2021.0,66,60,65,68,63,62,64,71,61,64,68,64,71,70,83,182
15908,M. Valor,LB,60,69,21,525000.0,1000.0,2025.0,66,38,55,60,47,35,59,34,27,69,63,63,67,65,67,185
9900,L. Brown,LB,65,65,30,625000.0,3000.0,2022.0,66,60,61,62,60,62,58,64,59,67,66,64,62,64,82,183
4784,T. Kongolo,"CB, LB",70,73,27,1800000.0,26000.0,2024.0,66,60,65,70,66,63,63,63,64,65,66,68,72,73,61,188
13829,Y. Akiyama,"LB, LM",62,64,26,450000.0,1000.0,2022.0,66,59,64,56,63,61,64,58,58,69,63,57,57,57,61,172
13876,K. Kaïboué,"LB, CDM",62,69,22,775000.0,950.0,2024.0,66,59,58,59,60,62,55,65,59,62,70,60,60,58,64,182
18609,N. Al Areefi,"LB, CB",53,70,19,230000.0,1000.0,2023.0,66,45,47,50,49,49,45,27,44,65,67,50,48,51,55,179
14276,Hélder Sá,LB,62,77,18,875000.0,550.0,2023.0,66,58,63,58,62,60,66,60,53,63,68,59,60,61,62,186
3318,Bigas,"CB, LB",72,72,30,1900000.0,13000.0,2023.0,66,59,61,72,68,72,55,46,60,66,66,74,68,73,66,181
9647,L. Bolívar,"RB, LB",66,66,31,625000.0,500.0,2021.0,66,61,65,63,62,61,69,46,65,68,65,63,62,63,76,167
18758,M. Al Oufi,LB,52,69,18,190000.0,1000.0,2023.0,66,40,47,49,45,40,45,50,37,67,66,45,51,52,57,168
9701,B. Letić,LB,66,66,28,775000.0,3000.0,2022.0,66,52,62,63,60,67,63,40,30,68,64,58,70,72,68,184
4544,Henrique Gomes,LB,71,75,25,2400000.0,6000.0,2023.0,66,54,61,71,69,58,63,56,43,64,68,72,69,71,74,185
18748,M. Al Nakhilan,"RB, LB",52,69,19,200000.0,1000.0,2023.0,66,34,47,50,37,33,48,32,28,67,65,51,53,50,58,177
14132,N. Mușat,LB,62,62,34,150000.0,1000.0,2022.0,66,63,48,59,67,66,41,71,62,66,66,61,60,63,55,176
4504,J. Vásquez,"CB, LB",71,82,22,3900000.0,7000.0,2022.0,66,57,56,73,62,62,50,40,60,63,68,71,72,74,75,185
3235,Raúl Carnero,"LB, LM",72,72,32,1600000.0,8000.0,2023.0,66,69,64,65,75,72,59,74,67,64,67,62,72,69,91,180
14148,A. Gülay,LB,62,74,18,875000.0,2000.0,2022.0,66,55,61,57,61,61,60,42,58,68,64,50,60,60,57,174
12609,F. Prce,"CB, LB",63,69,25,675000.0,550.0,2022.0,66,51,52,64,57,55,49,37,58,63,69,66,65,65,72,185
16552,Zeng Chao,LB,58,58,28,180000.0,2000.0,2022.0,66,53,57,52,56,54,55,41,52,73,61,50,53,54,66,168
5788,A. Hughes,"CB, LWB, LB",69,69,29,1200000.0,15000.0,2022.0,66,59,60,69,63,63,55,65,64,63,68,67,66,69,76,190
11546,E. Takeda,"LB, CB, CDM",64,64,32,400000.0,1000.0,2022.0,66,63,63,61,69,66,60,47,62,69,63,63,63,62,61,173
17039,A. Brody,"RB, LB",57,60,26,200000.0,1000.0,2021.0,66,51,55,55,51,57,57,39,58,67,66,54,56,57,51,178
11113,J. Huyghebaert,"LB, CB, LWB",64,64,32,400000.0,2000.0,2022.0,66,60,59,62,62,62,55,54,59,64,68,64,60,63,63,180
10857,Sotillos,"CB, RB, LB",65,72,23,1300000.0,2000.0,2022.0,66,54,58,65,59,66,52,35,62,68,64,65,68,67,66,180
16517,S. Schmik,"RB, CB, LB",58,58,31,150000.0,500.0,2022.0,66,54,60,53,54,62,56,48,53,67,65,55,58,53,50,179
12279,B. Shea,"LM, LB",63,63,31,400000.0,2000.0,2021.0,66,60,62,57,57,63,63,70,61,65,67,58,56,56,69,191
2315,K. Laifis,"CB, LB",74,74,28,3600000.0,14000.0,2022.0,66,67,69,75,65,71,68,64,74,63,68,74,72,75,79,186
12698,D. Franke,"LB, CB, LWB",63,73,22,1000000.0,3000.0,2023.0,66,54,62,59,63,59,62,45,42,67,65,61,62,61,59,184
5732,N. Gießelmann,"LB, LWB",69,69,29,1200000.0,13000.0,2025.0,66,64,65,66,68,66,62,65,62,67,65,65,68,67,76,182
11410,R. Latouchent,"LB, RB",64,68,25,750000.0,2000.0,2023.0,66,52,61,61,60,58,59,49,39,66,66,61,61,61,68,180
17472,J. Löwe,"CM, LB",56,62,22,230000.0,2000.0,2022.0,66,56,64,41,42,62,59,49,56,66,66,48,31,43,55,168
5662,C. Löwe,"LB, LWB, LM",69,69,32,975000.0,8000.0,2022.0,66,67,67,67,69,69,64,70,66,67,66,68,68,65,65,175
11364,F. Aliti,"LB, CB",64,65,27,625000.0,4000.0,2023.0,66,52,56,60,53,61,52,27,57,65,67,57,59,62,84,183
17590,E. Mejía,LB,56,68,21,325000.0,500.0,2025.0,66,48,51,50,51,54,45,36,49,61,70,50,48,51,68,168
12641,D. Leahy,LB,63,70,23,925000.0,750.0,2021.0,66,57,61,61,59,57,62,56,55,62,69,60,61,63,73,185
16579,T. Möller,"CDM, CB, LB",58,65,22,400000.0,800.0,2022.0,66,51,56,60,44,62,54,35,39,64,68,64,57,62,64,180
12443,M. Flis,"CB, LB",63,64,27,475000.0,950.0,2022.0,66,50,54,63,53,60,47,44,58,61,70,63,61,64,74,185
5553,Sílvio,"LB, RB",69,69,33,725000.0,5000.0,2022.0,66,63,67,69,60,67,66,69,62,67,66,68,70,70,65,176
6347,R. Hatate,"LB, CM, LM",69,74,23,2000000.0,5000.0,2022.0,66,68,69,64,69,72,69,65,68,72,61,63,66,68,73,171
17212,H. Appiah Tawiah,"CB, RB, LB",57,68,22,350000.0,800.0,2022.0,66,37,40,55,29,45,40,32,35,67,66,52,56,57,67,191
12503,Kim Young Bin,"CB, LB",63,64,29,450000.0,2000.0,2022.0,66,49,45,61,52,60,30,23,42,67,65,60,60,60,70,184
12509,N. Anderton,"LB, CB",63,64,25,525000.0,3000.0,2023.0,66,54,57,59,61,55,56,44,53,67,66,59,58,60,73,188
2468,Vieirinha,"RB, LB, CB",73,73,35,925000.0,750.0,2022.0,66,73,74,70,75,73,72,76,70,67,66,71,71,72,58,172
6600,J. Ruffels,"LWB, LB",68,68,27,1200000.0,4000.0,2023.0,66,63,65,64,65,63,63,55,62,63,69,64,64,65,88,178
1918,Martín,"RB, RM, LB",75,80,25,7500000.0,20000.0,2022.0,66,63,69,74,77,75,66,42,50,69,63,72,77,78,73,178
6577,J. Obita,"LB, LWB, LM",68,68,27,1200000.0,4000.0,2023.0,66,67,68,67,73,63,65,78,66,66,66,71,64,69,53,180
14258,M. Otazú,"LB, LM",62,65,24,500000.0,500.0,2021.0,67,48,60,60,57,54,61,29,28,66,68,59,54,59,67,183
4722,J. Sala,"RB, RM, LB",70,70,29,1400000.0,10000.0,2022.0,67,68,69,68,70,70,68,67,66,64,70,68,67,70,66,181
9546,F. Quinteros,LB,66,75,22,1800000.0,4000.0,2023.0,67,54,63,63,67,59,62,47,64,68,67,65,64,63,64,176
9551,C. Sertel,"LB, CB",66,77,21,1800000.0,7000.0,2022.0,67,58,62,64,63,62,64,56,57,69,66,61,70,66,61,186
15641,S. Nakano,"LB, CB",60,76,17,600000.0,500.0,2025.0,67,51,56,56,56,57,50,45,55,72,63,55,54,60,65,167
2059,G. Tzavellas,"CB, LB",74,74,33,2000000.0,1000.0,2023.0,67,66,62,73,74,67,57,81,70,68,67,77,71,73,70,183
5950,O. Rodríguez,LB,69,74,24,2000000.0,9000.0,2022.0,67,61,67,67,67,70,66,42,62,66,68,71,70,68,72,175
18761,F. Al Dawsari,"LB, LM",52,68,19,200000.0,2000.0,2025.0,67,50,52,44,51,52,52,47,47,66,68,46,43,48,56,176
9690,I. Boura,"LWB, LB",66,77,20,1800000.0,5000.0,2023.0,67,53,69,62,68,56,70,29,44,71,64,57,66,69,63,173
4693,Marc Mateu,"LM, LB, CAM",70,70,31,1300000.0,7000.0,2023.0,67,69,70,65,71,67,70,72,70,65,68,66,65,63,75,180
3229,Gabriel Silva,"LB, LWB",72,72,30,2000000.0,20000.0,2023.0,67,71,70,69,75,75,69,73,72,68,67,67,72,73,70,179
2090,K. Rekik,"CB, LB",74,77,26,4900000.0,20000.0,2025.0,67,58,62,73,40,70,57,35,68,61,71,70,78,75,68,186
11973,S. Adrián,"LB, CB",64,69,25,800000.0,500.0,2021.0,67,49,59,60,50,64,56,36,44,67,67,57,62,65,76,172
11635,C. Vargas,"CB, LB",64,74,22,1200000.0,3000.0,2022.0,67,55,56,65,59,57,51,44,55,67,67,64,67,64,63,179
11589,S. Sidler,"RB, LB",64,73,22,1300000.0,3000.0,2022.0,67,61,60,61,65,64,62,50,63,69,65,61,61,62,73,185
15327,N. Baeza,"LM, LB",60,66,24,400000.0,1000.0,2021.0,67,56,60,56,53,62,58,35,59,66,68,55,49,60,66,178
8590,N. Khacef,"LB, LWB",67,74,23,1900000.0,2000.0,2022.0,67,49,69,65,54,58,70,32,54,68,67,67,64,67,73,179
11918,L. Lukacevic,"LB, LWB",64,70,22,875000.0,2000.0,2023.0,67,53,60,60,62,60,59,34,57,70,65,58,64,62,67,178
17193,Jeon Jung Ho,"LW, LB",57,69,22,400000.0,950.0,2021.0,67,54,60,41,54,56,58,56,56,68,67,53,26,25,57,171
15026,F. Genç,LB,61,70,21,700000.0,3000.0,2024.0,67,43,58,60,56,42,61,62,26,68,67,58,63,65,60,180
15040,D. Céspedes,"LB, CM",61,71,19,675000.0,500.0,2023.0,67,60,60,58,58,63,60,50,61,65,68,59,50,60,70,175
11797,Y. Fukuda,"LM, RM, LB",64,70,22,950000.0,3000.0,2022.0,67,60,65,58,60,64,65,53,62,69,65,56,61,63,64,176
17285,W. De Buyser,"LB, CB",57,71,20,375000.0,2000.0,2022.0,67,43,49,56,58,41,48,27,44,66,68,51,61,66,46,183
8754,R. Tait,"LB, RB, RWB",66,66,31,625000.0,2000.0,2022.0,67,58,62,61,65,63,62,42,61,68,67,62,61,62,87,179
9047,B. Sweat,"LB, LWB",66,66,29,750000.0,2000.0,2021.0,67,64,64,65,64,64,64,61,65,64,69,66,62,65,64,188
11479,Ó. Vaca,LB,64,64,32,400000.0,500.0,2021.0,67,50,58,63,70,55,57,40,27,72,63,65,58,69,61,177
12191,C. Wheeler,LB,64,70,24,875000.0,500.0,2025.0,67,45,59,57,60,58,49,25,21,67,67,53,65,59,64,171
17506,B. Ekincier,"LM, LB",56,62,22,230000.0,700.0,2024.0,67,54,58,37,59,57,61,50,52,65,69,42,39,39,44,181
14484,D. Trichard,LB,61,63,26,375000.0,1000.0,2023.0,67,57,61,55,61,62,58,55,49,70,64,59,54,53,71,176
4340,E. Cobbaut,"CB, LB",71,76,23,2600000.0,15000.0,2023.0,67,67,67,70,73,73,67,62,71,61,71,67,66,71,71,188
18863,T. Olsson,LB,52,70,17,190000.0,500.0,2024.0,67,45,46,45,46,52,39,37,44,68,67,41,46,52,64,179
3335,M. Dijks,LB,72,72,28,2100000.0,21000.0,2023.0,67,65,65,71,72,71,68,64,69,65,69,71,70,74,65,194
15386,A. Al Khatib,"CB, LB",60,62,26,275000.0,4000.0,2026.0,67,40,46,60,28,56,39,23,42,64,70,56,61,63,61,183
3511,R. Manning,"LWB, LB",72,76,25,3000000.0,18000.0,2023.0,67,68,70,68,71,67,71,65,64,66,67,67,65,70,81,173
15376,I. Mahnashi,"CDM, LB",60,72,21,575000.0,3000.0,2024.0,67,55,57,58,54,58,55,39,56,69,66,56,56,60,66,173
8467,W. Clar,"LB, LWB",67,69,26,1200000.0,500.0,2021.0,67,55,64,66,59,68,62,38,28,69,65,69,64,70,76,177
15420,M. Tapias,"LB, CB",60,67,24,475000.0,2000.0,2022.0,67,48,45,60,45,61,33,30,59,65,68,59,63,64,52,179
1654,P. Capelle,"RM, CM, LB",75,75,34,2600000.0,22000.0,2022.0,67,75,74,69,76,75,73,75,74,64,70,70,69,70,77,181
9181,L. Balanta,"LB, LM",66,66,30,725000.0,700.0,2022.0,67,52,58,65,60,56,55,50,36,64,70,62,68,67,65,186
12837,L. Malicsek,"CDM, CB, LB",63,70,22,925000.0,2000.0,2022.0,67,54,57,61,47,63,50,33,58,66,68,61,63,62,67,182
16124,B. Vera,"LB, CB",59,70,22,475000.0,650.0,2023.0,67,47,51,58,51,54,45,42,46,65,69,57,57,61,56,180
16160,M. De Wolf,"CM, LB",59,72,19,525000.0,1000.0,2023.0,67,59,60,48,56,64,62,54,62,55,76,43,51,58,56,187
12695,K. Jakob,"LB, LM",63,70,23,925000.0,3000.0,2023.0,67,56,62,57,61,65,60,47,55,68,66,55,58,57,69,183
5305,Javi Hernández,"LB, CB, LM",70,79,23,3400000.0,6000.0,2024.0,67,62,66,69,65,70,65,66,59,66,67,68,69,71,68,182
1289,L. Augustinsson,"LB, LM",76,77,27,8000000.0,23000.0,2025.0,67,75,74,72,79,74,73,75,75,75,61,71,76,76,87,181
18388,M. Sawadogo,LB,54,73,17,250000.0,500.0,2024.0,67,44,53,49,50,49,50,36,37,68,66,47,52,51,57,175
7811,Kiki,LB,67,70,26,1200000.0,2000.0,2023.0,67,62,63,63,69,65,62,68,60,67,67,60,65,66,64,181
7425,Carlos Augusto,"LB, CB",68,76,22,2600000.0,2000.0,2023.0,67,57,61,68,64,65,62,41,55,66,68,68,68,69,68,184
12658,N. McGinley,"LB, CB",63,64,24,550000.0,1000.0,2022.0,67,52,54,61,56,59,54,38,56,65,68,61,60,62,73,191
13611,J. McMillan,"LB, RB",62,71,23,850000.0,1000.0,2022.0,67,49,56,58,55,55,54,40,38,68,66,58,59,58,69,183
10115,O. Lund,"CB, LB, RB",65,65,30,575000.0,4000.0,2022.0,67,57,60,61,60,62,60,50,57,66,67,60,62,65,75,188
12681,M. Šverko,"CB, LB",63,70,23,900000.0,2000.0,2024.0,67,53,57,62,59,60,56,52,58,64,69,61,61,65,64,187
10363,A. Argachá,"LB, LM",65,65,34,250000.0,500.0,2021.0,67,60,61,61,70,64,59,58,52,69,66,59,53,63,65,179
5140,J. Sørensen,"LB, CM, CDM",70,76,23,2400000.0,15000.0,2024.0,67,61,66,68,56,66,63,63,62,66,67,69,67,69,83,184
16571,F. Delgado,LB,58,69,22,425000.0,500.0,2024.0,67,41,51,55,52,51,49,33,20,70,64,53,54,60,60,174
18241,G. Buta,"CDM, LB, CB",54,71,19,275000.0,850.0,2024.0,67,51,53,54,52,57,49,32,46,66,67,56,54,52,54,186
13332,M. Ben Ouanes,LB,63,64,26,525000.0,3000.0,2023.0,67,55,56,64,57,63,67,35,58,68,67,67,67,68,67,182
13317,Imanol,LB,63,75,20,1100000.0,3000.0,2022.0,67,53,59,60,62,55,63,39,48,66,68,60,62,64,70,177
2732,T. Jedvaj,"CB, RB, LB",73,76,25,3600000.0,31000.0,2025.0,67,57,63,74,67,66,60,45,60,70,65,73,73,75,58,186
10357,S. Cordero,"LB, CM",65,70,25,975000.0,1000.0,2021.0,67,54,60,62,60,59,56,53,58,61,71,62,62,64,72,177
10378,R. Okui,"LB, RB",65,65,31,525000.0,1000.0,2024.0,67,53,58,61,62,64,52,28,57,71,64,59,62,63,82,169
5277,João Moutinho,LB,70,77,23,3000000.0,4000.0,2021.0,67,64,66,68,69,66,67,66,63,66,68,65,66,73,71,182
7709,David Bruno,"LB, RB",67,67,29,900000.0,3000.0,2022.0,67,58,65,64,66,62,63,57,55,69,66,64,64,67,73,175
17880,S. Ogie,"CB, LB",55,69,19,275000.0,1000.0,2022.0,67,34,39,55,33,40,39,20,34,65,68,56,55,57,55,183
898,Cote,LB,77,77,31,7500000.0,26000.0,2023.0,67,74,73,77,81,76,74,75,69,67,67,75,76,78,69,182
5621,J. Knudsen,"LB, CB",69,69,28,1300000.0,4000.0,2023.0,67,62,60,66,65,61,57,64,63,61,72,67,63,66,88,187
7682,D. Potts,LB,67,68,27,1100000.0,5000.0,2023.0,67,57,63,66,62,63,64,27,58,67,67,66,65,67,70,178
10699,T. Shichi,"LB, LM, RM",65,65,27,700000.0,1000.0,2022.0,67,63,60,62,65,61,57,64,62,70,65,62,61,62,72,177
17743,A. Demici,"LB, LM",56,64,21,300000.0,1000.0,2023.0,67,46,54,52,41,51,52,31,48,68,66,47,55,58,59,176
10718,S. Higashi,"LB, LM, CF",65,73,20,1500000.0,2000.0,2022.0,67,64,65,62,63,65,66,62,61,65,69,62,60,64,65,180
18553,H. Al Zahrani,LB,53,64,22,200000.0,4000.0,2025.0,67,43,54,49,53,43,55,47,39,68,66,46,52,53,44,171
9922,B. Oviedo,LB,65,65,31,525000.0,5000.0,2022.0,67,64,67,61,67,65,67,61,59,70,64,62,62,62,68,172
4771,Z. Erdal,LB,70,70,33,825000.0,10000.0,2024.0,67,59,62,68,74,61,60,52,62,71,64,70,67,68,76,182
16425,Y. Voigt,"LM, LB",59,74,18,525000.0,500.0,2023.0,67,52,63,42,53,57,63,56,50,70,65,42,33,43,71,176
4753,S. García,"CB, LB",70,70,32,1000000.0,2000.0,2021.0,67,62,63,71,68,65,59,64,59,67,67,71,67,72,75,191
5480,E. Velarde,LB,69,69,35,425000.0,5000.0,2025.0,67,66,64,67,70,66,60,60,64,67,67,68,68,68,68,174
16408,J. Engel,"LB, LWB, LM",59,70,20,475000.0,550.0,2022.0,67,52,57,53,60,58,54,48,47,75,61,49,59,56,62,181
12940,A. Gómez,"LB, CB",63,83,19,1300000.0,1000.0,2024.0,67,48,59,61,53,58,62,39,39,66,67,57,64,66,69,183
17705,M. Gragger,"LB, CM",56,67,19,300000.0,950.0,2025.0,67,46,54,52,49,50,51,35,44,68,67,48,57,56,56,194
7874,A. Lundqvist,LB,67,68,27,1100000.0,3000.0,2021.0,67,63,62,63,63,62,55,75,60,70,65,65,61,66,80,175
13707,M. Cabit,LB,62,62,28,350000.0,3000.0,2022.0,67,58,61,62,60,62,60,49,59,64,69,62,61,62,46,180
16375,M. Dijakovic,"CB, LB",59,74,19,500000.0,2000.0,2024.0,67,41,35,58,29,53,24,26,49,65,69,54,58,60,63,185
2510,T. Kolodziejczak,"CB, LB",73,74,29,2800000.0,24000.0,2022.0,67,68,60,73,73,74,55,59,71,68,67,73,73,73,72,185
18469,S. Panwar,"LB, CB",53,63,21,200000.0,500.0,2023.0,67,39,45,49,45,41,42,37,36,69,66,48,49,50,67,179
4910,Mansur,LB,70,70,28,1400000.0,4000.0,2022.0,67,59,70,66,61,68,68,61,66,63,70,68,65,69,85,181
10615,T. Hamer,"LB, RB",65,74,21,1500000.0,1000.0,2023.0,68,55,58,61,62,57,56,42,55,70,66,61,60,62,82,188
9092,M. Orihuela,"LB, LM",66,66,29,750000.0,4000.0,2022.0,68,62,67,62,62,64,70,50,61,69,68,63,67,63,72,178
12093,A. Cambiaso,"RM, LM, LB",64,76,21,1400000.0,3000.0,2022.0,68,63,67,65,65,66,69,55,59,69,67,65,67,69,58,181
11551,J. Moe,LB,64,67,25,725000.0,1000.0,2022.0,68,58,59,60,64,59,56,59,57,69,68,56,59,63,71,185
8857,L. Palun,"LB, RB",66,66,32,600000.0,2000.0,2022.0,68,57,59,64,62,60,57,40,56,65,70,68,61,64,80,179
16445,T. Kofler,LB,59,65,22,350000.0,1000.0,2024.0,68,47,50,57,52,51,51,33,48,70,67,53,63,64,63,177
11773,L. Kouagba,"CB, LB, LWB",64,67,27,675000.0,2000.0,2022.0,68,42,47,61,48,48,42,31,41,67,69,60,62,65,70,183
8833,C. Booth,"LWB, LB",66,66,30,725000.0,2000.0,2022.0,68,55,64,62,64,60,64,58,56,69,68,61,63,65,76,180
10760,M. Dobrescu,LB,65,65,28,650000.0,3000.0,2025.0,68,54,59,61,60,61,57,49,57,70,67,60,62,63,82,176
11877,A. Hagelskjær,"CB, LB",64,68,24,750000.0,3000.0,2024.0,68,59,60,64,56,65,58,54,61,67,69,62,65,65,69,192
17319,R. Arias,"LB, CDM",57,70,21,375000.0,500.0,2025.0,68,48,51,54,50,54,43,36,50,65,70,54,52,56,60,170
10554,E. Ebosse,"LB, CB",65,74,22,1500000.0,5000.0,2023.0,68,54,61,62,63,60,64,40,51,69,68,59,62,66,69,185
12027,D. Ouédraogo,"CB, LB",64,71,22,1100000.0,3000.0,2022.0,68,50,53,65,50,56,47,34,45,65,71,67,61,64,61,185
13162,N. Banegas,"LB, CB",63,67,24,650000.0,2000.0,2023.0,68,52,55,62,51,58,52,46,45,65,71,61,61,63,71,176
11657,L. Bünning,"CB, LB",64,70,23,850000.0,550.0,2022.0,68,45,53,63,48,58,48,25,42,65,71,63,62,66,63,187
9023,D. Dussaut,"RB, LB",66,68,26,975000.0,3000.0,2022.0,68,63,64,63,65,61,62,63,64,67,69,62,64,66,70,184
8900,S. Balić,LB,66,66,31,625000.0,3000.0,2022.0,68,52,57,64,62,58,54,35,35,73,64,62,65,65,70,185
10464,A. Poulsen,"LB, LM",65,74,21,1500000.0,5000.0,2022.0,68,58,64,62,65,64,64,54,55,70,67,62,59,64,70,188
8867,R. Pietrzak,LB,66,66,29,750000.0,3000.0,2023.0,68,60,66,62,66,59,66,68,52,66,70,61,62,66,75,176
10836,R. Rodríguez,"LB, CB",65,65,37,160000.0,500.0,2021.0,68,60,64,62,62,61,64,55,66,68,68,64,61,60,69,173
13433,Yun Suk Young,"CB, LB, LM",62,62,31,275000.0,2000.0,2022.0,68,57,62,60,61,58,59,55,52,70,67,63,56,57,75,182
16914,L. Griebsch,"LB, CM",58,73,17,450000.0,500.0,2024.0,68,51,55,53,54,55,54,55,53,70,66,53,54,56,70,179
12626,L. Gibson,LB,63,68,24,675000.0,2000.0,2023.0,68,50,58,60,61,56,57,42,43,69,68,61,60,61,69,185
16893,S. Risch,"LB, LM",58,67,21,425000.0,550.0,2022.0,68,52,58,52,61,57,55,40,50,76,61,48,60,58,61,178
17823,Jiang Wenjun,"CB, LB",55,55,31,90000.0,2000.0,2021.0,68,55,57,53,57,59,56,42,53,69,67,55,50,52,62,176
16065,Liu Shangkun,"LB, RB",59,59,29,200000.0,2000.0,2022.0,68,47,62,54,54,51,64,48,43,69,67,50,51,54,62,178
13670,N. Sakai,"ST, LM, LB",62,62,28,400000.0,1000.0,2022.0,68,60,61,57,67,63,60,40,60,65,70,56,58,60,61,179
11369,Yang Xiaotian,LB,64,64,31,425000.0,3000.0,2021.0,68,59,60,62,60,62,60,46,56,66,69,63,59,61,71,178
12363,J. Al-Hazaimeh,"CB, LB",63,63,29,400000.0,650.0,2022.0,68,51,56,61,57,61,59,38,59,64,72,61,60,63,72,194
12520,T. Mokwa,"LB, RB, RM",63,63,28,425000.0,2000.0,2023.0,68,55,61,58,62,58,61,33,57,70,67,58,60,61,67,182
15862,F. Brand,"LB, RB, CB",60,68,20,525000.0,500.0,2024.0,68,51,58,54,54,55,60,53,52,69,67,51,57,58,81,187
9841,L. Stevenson,LB,65,65,33,375000.0,2000.0,2022.0,68,58,60,62,57,61,56,53,58,70,67,62,61,64,82,170
9875,E. Schreiner,"LM, LB, LWB",65,65,32,575000.0,4000.0,2022.0,68,62,64,58,65,66,63,55,59,66,69,56,57,60,74,180
11183,A. Halliday,"CM, LB, CDM",64,64,29,575000.0,2000.0,2022.0,68,62,65,63,62,65,61,54,63,65,71,65,64,65,83,173
9731,B. Aguirre,"RB, LB",66,78,20,2000000.0,3000.0,2022.0,68,47,59,65,59,48,58,40,46,69,68,67,67,65,71,178
15764,H. Nagakura,"CDM, RB, LB",60,66,25,350000.0,900.0,2022.0,68,59,56,59,55,63,56,41,64,70,67,61,55,63,60,177
9783,F. Zabala,"LB, LWB",66,76,22,1800000.0,500.0,2023.0,68,49,56,62,59,71,49,31,24,67,68,60,66,59,61,171
12404,S. Kelly,"LB, LM, LWB",63,64,27,500000.0,2000.0,2022.0,68,55,57,59,58,60,59,58,58,69,68,57,60,61,68,191
