,Name ,player_positions,overall,potential,age,value_eur,wage_eur,club_contract_valid_until,pace,passing,dribbling,defending,attacking_crossing,attacking_short_passing,skill_dribbling,skill_curve,skill_long_passing,movement_acceleration,movement_sprint_speed,defending_marking_awareness,defending_sliding_tackle,defending_standing_tackle,power_stamina,height_cm
13859,A. Abdellaoui,"CB, LB, RB",62,62,28,350000.0,5000.0,2022.0,65,51,53,62,57,54,47,46,46,66,64,61,65,66,59,183
15872,Cornago,"RB, RWB",60,70,18,500000.0,500.0,2022.0,65,50,60,56,57,56,62,48,40,66,64,54,58,57,64,166
17078,A. Lesiotis,"CDM, CM, RB",57,64,21,300000.0,1000.0,2022.0,65,50,56,53,36,58,52,30,56,59,69,52,57,59,65,170
4724,E. Larsson,RB,70,70,29,1400000.0,5000.0,2023.0,65,66,65,64,71,64,63,63,61,61,69,65,68,65,90,176
5580,N. Uysal,"CDM, CB, RB",69,69,30,1200000.0,17000.0,2023.0,65,62,64,69,68,64,64,45,67,66,64,65,68,73,67,180
2466,J. Domínguez,"CB, RB",73,73,33,1500000.0,40000.0,2023.0,65,60,61,74,61,66,57,45,58,64,66,75,68,75,74,177
5812,Cláudio Winck,RB,69,70,27,1500000.0,5000.0,2023.0,65,61,65,67,75,59,67,72,41,64,66,68,67,70,83,184
14734,K. Iwatake,"RB, LB, RM",61,64,25,400000.0,800.0,2022.0,65,56,62,55,61,60,63,40,56,68,62,56,58,65,72,173
13737,N. Kawaguchi,"RB, CB",62,63,27,425000.0,2000.0,2022.0,65,38,50,63,60,36,43,28,32,62,67,62,65,66,61,177
15986,J. Brindell-South,"RWB, RB, LB",59,59,28,200000.0,1000.0,2023.0,66,47,48,54,57,57,44,37,36,68,65,54,55,57,72,184
13505,P. Hütter,"RM, RB, LB",62,62,30,375000.0,2000.0,2022.0,66,60,62,56,62,62,61,53,57,65,67,55,56,57,66,181
687,S. Coleman,RB,78,78,32,9500000.0,69000.0,2023.0,66,73,76,78,77,77,77,65,69,66,66,78,80,81,71,177
2876,Tramontinaldo,"RB, RM",73,73,25,3100000.0,11000.0,2024.0,66,70,67,72,76,74,61,61,71,63,68,74,75,77,64,175
13632,B. Colula,RB,62,67,25,550000.0,2000.0,2023.0,66,52,57,60,60,52,58,57,51,64,68,60,63,62,56,176
9970,O. Turton,"RWB, RB, CB",65,65,28,650000.0,3000.0,2023.0,66,58,59,60,60,62,54,40,60,67,66,61,60,62,86,180
4942,A. Ferrari,"CB, RB",70,73,27,1800000.0,10000.0,2025.0,66,51,63,72,58,58,60,50,56,64,67,72,72,73,75,191
18526,J. Fjeldskår,RB,53,69,18,230000.0,500.0,2023.0,66,40,46,50,45,44,40,44,37,65,66,48,50,51,49,185
16083,E. Twumasi,"RB, RM",59,65,24,325000.0,1000.0,2021.0,66,53,67,57,60,52,71,51,44,63,69,51,58,62,34,173
13558,A. Al Dohaim,"CB, RB",62,64,27,425000.0,5000.0,2022.0,66,45,48,60,44,48,39,39,43,62,69,60,63,60,67,182
15984,H. Khabra,"RB, CDM, CB",59,59,32,160000.0,500.0,2023.0,66,54,51,51,58,58,49,45,51,65,67,50,50,53,80,176
908,André Almeida,RB,77,77,30,9000000.0,13000.0,2023.0,66,75,74,79,79,80,74,78,75,63,68,80,77,81,65,186
13136,M. Tomozei,RB,63,63,30,425000.0,2000.0,2022.0,66,51,52,58,62,57,38,35,49,67,66,53,63,64,68,177
10421,Raúl Navarro,"RB, CB, RM",65,66,27,750000.0,2000.0,2022.0,66,59,64,61,48,67,61,48,64,67,65,58,65,62,75,174
16299,J. Wosz,"CM, RB",59,76,18,575000.0,3000.0,2024.0,66,58,69,48,52,65,69,54,59,64,68,49,43,52,51,173
7521,H. Jele,"CB, RB",67,67,34,325000.0,500.0,2023.0,66,64,68,71,60,64,68,63,77,68,65,72,74,75,73,181
2635,E. Krafth,"RB, CB",73,74,26,3300000.0,28000.0,2023.0,66,67,70,72,68,69,69,72,73,64,68,73,72,74,72,184
12981,S. Mouri,"RB, LB, RM",63,66,25,575000.0,1000.0,2022.0,66,58,63,61,64,61,64,66,58,68,65,63,61,62,54,175
16207,B. Csiszér,"RB, LB",59,70,22,475000.0,2000.0,2022.0,66,45,53,55,56,51,45,41,39,60,71,55,58,55,58,176
16205,K. Egell-Johnsen,RB,59,70,21,475000.0,650.0,2022.0,66,50,56,54,58,50,56,50,44,67,65,52,58,56,64,177
10219,N. Mbemba,"CM, CDM, RB",65,68,26,925000.0,3000.0,2023.0,66,63,66,61,55,70,65,55,64,63,68,60,56,63,67,182
7647,B. Kopacz,"CB, RB",67,68,29,950000.0,3000.0,2023.0,66,52,51,66,60,63,42,26,44,65,67,64,64,66,70,188
13460,F. D'Onofrio,"RB, LB",62,62,30,350000.0,3000.0,2022.0,66,54,58,59,59,58,56,36,53,67,66,60,60,60,60,180
10174,T. Thompson,"RB, LB",65,66,25,775000.0,2000.0,2021.0,66,60,74,59,55,69,73,58,54,69,64,60,53,61,82,173
7700,S. Mladen,"CB, RB",67,67,29,850000.0,4000.0,2022.0,66,55,54,68,56,64,49,38,55,68,65,68,69,68,71,186
909,Hugo Mallo,"RB, RWB",77,77,30,9000000.0,22000.0,2023.0,66,68,67,74,78,71,62,69,61,63,69,69,77,77,82,173
13275,W. Faye,"CB, RB",63,65,27,500000.0,3000.0,2022.0,66,42,58,63,30,59,55,24,41,62,69,59,63,66,61,180
18210,N. Gahlot,"LB, CB, RB",54,64,20,230000.0,500.0,2022.0,66,41,43,52,40,42,38,34,40,65,67,48,50,54,67,184
16289,L. Hervieu,"CM, RB",59,68,21,500000.0,850.0,2023.0,66,59,59,49,55,67,56,36,64,68,65,40,54,58,68,172
18225,Gong Qiule,"RB, RM",54,63,21,230000.0,1000.0,2022.0,66,36,54,49,47,39,53,25,21,70,63,45,57,51,56,171
15925,Carmona,"RB, CB",60,72,19,550000.0,2000.0,2025.0,66,42,49,58,47,50,52,32,25,68,65,53,60,61,68,183
14716,V. Gendrey,"CB, RB",61,71,21,700000.0,550.0,2024.0,66,44,64,61,59,44,65,36,35,70,63,61,66,65,60,179
9068,Z. Yavru,"RB, CDM",66,66,29,750000.0,4000.0,2022.0,66,58,65,64,63,61,64,65,60,68,64,65,62,66,74,178
8548,T. Seko,"CDM, CM, RB",67,72,23,1400000.0,1000.0,2022.0,66,67,65,63,66,68,62,63,71,67,65,64,61,66,72,175
15302,Tong Lei,RB,60,64,23,325000.0,2000.0,2022.0,66,53,58,54,60,55,58,45,52,67,66,48,53,59,73,178
8560,J. Šutalo,"CB, RB",67,79,21,2400000.0,500.0,2025.0,66,46,57,67,43,60,51,29,54,69,64,67,67,65,69,190
8397,Á. Gabrielli,RB,67,67,28,925000.0,500.0,2022.0,66,57,62,63,68,59,63,47,52,65,67,58,67,69,72,179
4147,D. Bejarano,"RB, RWB, RM",71,71,29,1600000.0,800.0,2022.0,66,61,62,68,77,67,57,55,64,70,63,67,70,75,77,174
8851,H. Jimenez,"LB, RB, RM",66,66,32,600000.0,2000.0,2022.0,66,64,66,64,66,64,64,72,59,64,67,65,58,65,70,175
19112,D. Singh,RB,49,54,25,60000.0,500.0,2022.0,66,36,43,46,43,38,35,35,28,67,66,49,48,42,34,179
8733,O. Mendoza,"LB, RB",66,66,32,600000.0,3000.0,2021.0,66,54,60,62,60,59,58,53,56,65,67,58,65,65,74,173
14954,K. Tsunemoto,"RB, CB",61,66,22,475000.0,1000.0,2022.0,66,54,57,59,63,60,54,39,55,67,65,53,62,63,52,173
13920,T. Nakamura,RB,62,72,20,825000.0,1000.0,2022.0,66,57,60,55,57,65,57,27,62,67,65,54,55,57,73,179
14044,R. Mina,"CB, RB",62,73,21,825000.0,500.0,2025.0,66,53,52,60,55,67,39,41,57,64,68,56,64,68,57,184
15779,O. Gallardo,"RB, RM",60,61,27,250000.0,500.0,2021.0,66,45,54,59,50,57,53,26,29,65,67,60,59,62,68,175
13837,S. Asta,RB,62,75,20,925000.0,3000.0,2022.0,66,47,61,60,59,50,62,48,35,69,63,58,64,63,63,178
618,Aritz Elustondo,"CB, RB",79,81,27,18500000.0,34000.0,2024.0,66,61,60,79,72,77,48,53,55,63,68,76,82,81,74,180
15635,R. Østrøm,"RB, CB",60,73,18,550000.0,600.0,2024.0,66,51,53,57,56,55,51,48,51,62,70,58,54,59,65,188
8259,L. Morales,"CB, RB",67,67,30,825000.0,6000.0,2021.0,66,52,60,69,56,59,60,36,50,64,68,68,69,72,70,180
15607,N. Al Sharari,"CB, RB",60,65,25,325000.0,5000.0,2025.0,66,42,40,59,41,49,31,21,44,57,73,61,57,60,59,184
9444,B. Lucassen,"CDM, CM, RB",66,75,23,1800000.0,2000.0,2022.0,66,55,62,67,58,64,60,39,60,70,62,65,65,72,67,173
9560,B. Sekulić,"RB, RM",66,66,29,750000.0,2000.0,2021.0,66,58,61,64,62,64,60,49,57,68,65,62,64,67,67,188
9647,L. Bolívar,"RB, LB",66,66,31,625000.0,500.0,2021.0,66,61,65,63,62,61,69,46,65,68,65,63,62,63,76,167
18748,M. Al Nakhilan,"RB, LB",52,69,19,200000.0,1000.0,2023.0,66,34,47,50,37,33,48,32,28,67,65,51,53,50,58,177
15677,G. Mensah,"CB, RB",60,68,20,500000.0,500.0,2023.0,66,44,49,58,44,53,45,26,42,67,65,56,58,60,60,183
11557,R. Edmonds-Green,"CB, RB",64,73,22,1200000.0,2000.0,2022.0,66,48,54,64,46,58,48,44,43,63,68,63,64,64,58,181
17045,A. Baldwin,"CB, RWB, RB",57,64,24,300000.0,1000.0,2023.0,66,39,46,56,45,44,42,23,33,65,67,55,56,58,65,183
16932,S. Mischitz,"RB, CDM, CM",58,72,17,450000.0,500.0,2025.0,66,48,58,53,55,56,55,35,32,71,61,52,52,55,58,175
6691,Elsinho,"RB, RM",68,68,31,875000.0,2000.0,2024.0,66,68,69,64,73,68,71,58,71,65,66,61,66,67,74,180
12628,N. Sakurauchi,"RM, RWB, RB",63,63,31,400000.0,2000.0,2022.0,66,60,65,60,65,66,63,45,63,63,68,56,60,62,66,176
17039,A. Brody,"RB, LB",57,60,26,200000.0,1000.0,2021.0,66,51,55,55,51,57,57,39,58,67,66,54,56,57,51,178
12781,J. González,"RB, RWB, RM",63,69,24,700000.0,2000.0,2022.0,66,51,58,60,64,48,62,54,46,68,65,48,69,67,66,175
17927,J. Kelly,RB,55,63,23,275000.0,1000.0,2022.0,66,38,51,53,52,35,51,33,30,68,65,54,54,58,61,178
7176,M. Ortíz,"RB, CB",68,69,27,1300000.0,5000.0,2022.0,66,52,58,64,58,63,54,27,56,67,66,55,70,72,67,186
10857,Sotillos,"CB, RB, LB",65,72,23,1300000.0,2000.0,2022.0,66,54,58,65,59,66,52,35,62,68,64,65,68,67,66,180
7203,S. van den Berg,"CB, RWB, RB",68,81,19,2700000.0,15000.0,2022.0,66,55,63,68,37,66,63,34,62,63,69,67,67,70,70,194
16517,S. Schmik,"RB, CB, LB",58,58,31,150000.0,500.0,2022.0,66,54,60,53,54,62,56,48,53,67,65,55,58,53,50,179
16502,D. Durán,RB,59,69,19,475000.0,500.0,2022.0,66,48,54,57,60,50,56,35,45,67,65,55,56,60,53,182
11095,C. Gunter,"RB, CB",64,64,31,425000.0,2000.0,2022.0,66,55,59,62,57,55,55,56,58,65,67,62,62,63,76,180
16965,Alex Rodríguez,RB,58,72,19,475000.0,2000.0,2022.0,66,41,49,54,59,43,52,30,25,63,68,52,59,54,60,178
2019,D. Santon,"RWB, RB",74,74,30,3600000.0,36000.0,2022.0,66,70,72,73,74,74,73,74,69,61,70,76,74,71,63,187
11410,R. Latouchent,"LB, RB",64,68,25,750000.0,2000.0,2023.0,66,52,61,61,60,58,59,49,39,66,66,61,61,61,68,180
5689,S. Walsh,"RB, CDM, CB",69,71,26,1600000.0,7000.0,2025.0,66,62,64,68,68,66,62,47,62,65,67,69,64,66,79,180
12765,R. Schouten,RB,63,71,23,1000000.0,2000.0,2024.0,66,52,60,59,60,58,61,41,47,68,65,57,60,62,66,183
1636,C. Chambers,"RB, CB",75,77,26,6500000.0,58000.0,2022.0,66,70,68,76,70,76,66,60,70,64,67,74,74,78,74,182
16583,Li Hailong,RB,58,61,24,250000.0,2000.0,2021.0,66,47,56,55,42,53,52,42,55,67,66,59,55,56,67,180
1184,S. Rudy,"CM, CDM, RB",76,76,31,6000000.0,32000.0,2023.0,66,77,76,73,71,80,74,81,78,65,66,77,69,72,77,180
17652,E. Kurtulus,RB,56,65,21,300000.0,550.0,2021.0,66,49,56,49,54,56,56,40,52,64,67,41,53,56,61,185
1891,J. Foyth,"CB, RB, CDM",75,83,23,11500000.0,22000.0,2026.0,66,67,72,76,69,74,71,61,66,66,66,77,75,78,72,187
16459,M. Neuberger,"CB, RB",59,68,21,475000.0,2000.0,2022.0,66,48,48,59,52,57,50,32,48,63,68,55,58,63,60,188
5553,Sílvio,"LB, RB",69,69,33,725000.0,5000.0,2022.0,66,63,67,69,60,67,66,69,62,67,66,68,70,70,65,176
1877,D. Bronn,"CB, RB",75,78,26,6500000.0,17000.0,2024.0,66,67,65,76,65,70,63,63,73,65,66,76,76,76,73,185
16446,J. Kizzi,RB,59,59,28,200000.0,2000.0,2022.0,66,55,57,54,54,57,56,50,56,67,65,57,48,53,70,188
18010,R. O'Shea,RB,55,63,20,275000.0,500.0,2021.0,66,43,47,49,46,45,45,41,40,63,68,48,49,51,70,180
6963,J. Ryerson,"RB, RWB, CDM",68,73,23,1700000.0,9000.0,2023.0,66,61,66,65,64,65,64,58,61,69,63,64,71,66,76,183
17212,H. Appiah Tawiah,"CB, RB, LB",57,68,22,350000.0,800.0,2022.0,66,37,40,55,29,45,40,32,35,67,66,52,56,57,67,191
1416,N. Milenković,"CB, RB",76,83,23,14000000.0,36000.0,2023.0,66,61,62,76,66,68,60,34,66,68,65,77,77,78,76,195
12465,O. Threlkeld,"RB, CM, CDM",63,63,27,475000.0,4000.0,2023.0,66,57,59,60,54,61,55,44,59,65,67,60,60,63,72,182
12516,A. Peña,"RM, RB",63,63,32,375000.0,500.0,2021.0,66,61,63,56,63,64,63,44,63,64,68,52,56,59,86,182
11756,G. Gbellé,"CDM, CM, RB",64,64,28,525000.0,1000.0,2022.0,66,58,61,60,49,66,61,48,63,67,66,65,52,56,79,179
1174,L. Ayling,"RB, CB",76,76,29,6500000.0,63000.0,2023.0,66,64,72,76,69,71,74,41,63,63,69,75,78,80,85,185
2468,Vieirinha,"RB, LB, CB",73,73,35,925000.0,750.0,2022.0,66,73,74,70,75,73,72,76,70,67,66,71,71,72,58,172
5959,Anselmo Meirás,RB,69,69,25,1400000.0,6000.0,2024.0,66,58,54,68,62,69,53,47,60,70,63,72,68,65,73,177
1918,Martín,"RB, RM, LB",75,80,25,7500000.0,20000.0,2022.0,66,63,69,74,77,75,66,42,50,69,63,72,77,78,73,178
17348,A. Jourda,RB,57,69,19,375000.0,500.0,2022.0,66,48,49,52,50,58,47,30,47,60,71,45,54,56,66,180
1209,M. Lowton,RB,76,76,32,5000000.0,31000.0,2023.0,66,73,72,76,78,74,72,75,73,67,65,76,75,77,78,181
12831,J. Suzuki,"RB, RM",63,67,25,625000.0,2000.0,2023.0,66,58,57,62,61,60,54,48,56,67,65,62,61,63,65,175
6895,R. Mphahlele,"RB, CB, RWB",68,68,31,875000.0,500.0,2022.0,66,59,65,68,67,64,63,45,66,65,67,69,69,70,60,185
17096,F. Tauchhammer,RB,57,66,19,325000.0,1000.0,2023.0,66,46,55,55,52,53,54,29,49,69,63,52,58,60,45,183
14032,K. Okuno,"CDM, CM, RB",62,70,21,850000.0,2000.0,2022.0,67,59,64,60,55,66,62,46,62,70,64,56,60,64,68,174
4722,J. Sala,"RB, RM, LB",70,70,29,1400000.0,10000.0,2022.0,67,68,69,68,70,70,68,67,66,64,70,68,67,70,66,181
16953,J. Nodake,"RM, RB",58,58,26,220000.0,900.0,2023.0,67,53,62,40,53,58,62,51,52,68,67,39,40,43,66,177
15867,M. Senaya,RB,60,75,20,575000.0,2000.0,2022.0,67,40,53,63,45,37,56,40,36,65,68,61,66,72,59,179
4366,Lluís López,"CB, RB",71,77,24,2700000.0,6000.0,2023.0,67,56,61,71,50,66,55,35,63,68,66,71,71,71,66,182
12398,D. Daniels,"CB, RB",63,65,27,500000.0,2000.0,2022.0,67,44,50,62,45,51,52,41,40,60,72,62,63,63,56,186
4623,A. Eschenko,RB,70,70,37,350000.0,18000.0,2022.0,67,66,66,68,71,64,58,50,70,66,67,61,71,72,68,176
12372,Víctor Mongil,"CB, RB, CDM",63,63,28,425000.0,500.0,2022.0,67,54,53,61,48,61,47,47,59,65,68,58,64,61,66,180
5949,D. Baumgartner,"CB, RB",69,73,24,1800000.0,7000.0,2022.0,67,52,51,69,51,64,42,41,61,65,68,71,68,70,71,187
9781,J. Blasco,"RB, CB",66,72,22,1300000.0,2000.0,2022.0,67,52,54,63,61,64,52,32,37,66,68,57,68,71,76,185
11242,F. Torsteinbø,"CM, RB",64,64,30,550000.0,1000.0,2023.0,67,64,66,54,62,65,64,66,65,70,64,50,53,55,71,182
12456,C. Randall,"RB, RWB",63,66,25,575000.0,2000.0,2022.0,67,60,60,59,63,64,63,54,63,70,65,62,63,64,61,180
17625,S. Singh,"RB, CB",56,59,26,170000.0,500.0,2022.0,67,42,50,54,42,49,44,40,44,69,65,55,58,59,64,175
13901,D. Rosales,RB,62,71,23,850000.0,3000.0,2022.0,67,53,57,60,63,57,54,40,54,68,66,62,60,63,51,170
15841,L. Pinckert,"CB, RM, RB",60,67,21,475000.0,500.0,2023.0,67,52,56,58,53,58,57,45,54,68,67,53,60,63,63,189
14191,Sergio Barcia,"CB, RB",62,76,20,900000.0,3000.0,2023.0,67,47,53,63,49,54,51,33,42,66,67,63,63,62,64,186
8058,B. Blasi,"RWB, RB, CB",67,70,25,1200000.0,4000.0,2022.0,67,55,59,64,58,63,58,44,56,66,68,58,62,64,75,180
17356,P. Treu,"RB, RM",57,68,20,350000.0,550.0,2022.0,67,51,56,51,59,56,54,46,45,77,59,49,59,55,59,172
11964,Migue,"RB, RM",64,71,24,1100000.0,5000.0,2022.0,67,57,64,60,61,63,65,55,55,70,64,61,62,63,64,176
3951,A. Corzo,"RB, RWB",71,71,32,1300000.0,800.0,2021.0,67,59,63,70,68,63,58,46,55,69,66,72,74,73,69,173
8946,S. Long,RB,66,67,26,925000.0,3000.0,2024.0,67,58,62,63,62,60,60,52,56,69,66,63,64,65,66,179
17101,M. Kulke,"RB, RM, CM",57,72,20,375000.0,2000.0,2023.0,67,55,59,52,45,62,55,46,56,69,66,50,52,56,55,177
3600,Hugo Rubiães,"CDM, RB",72,72,25,2300000.0,15000.0,2024.0,67,61,69,75,48,71,67,70,66,72,62,78,76,74,67,175
8936,J. Rafferty,"RWB, RB, LWB",66,67,27,900000.0,9000.0,2022.0,67,56,61,63,63,55,62,63,48,66,68,65,68,66,74,180
8579,A. Moueffek,"CM, RB",67,79,20,2400000.0,8000.0,2024.0,67,64,70,66,58,69,70,47,66,68,66,66,66,68,58,179
11589,S. Sidler,"RB, LB",64,73,22,1300000.0,3000.0,2022.0,67,61,60,61,65,64,62,50,63,69,65,61,61,62,73,185
11592,A. Granlund,"RWB, RB, RM",64,64,31,425000.0,1000.0,2022.0,67,53,56,62,55,54,52,54,51,66,68,62,63,62,80,179
8779,A. Ignjovski,"CDM, RB, CM",66,66,30,725000.0,7000.0,2023.0,67,55,64,66,51,61,62,59,56,68,67,66,72,68,74,176
6498,A. Sauthier,RB,68,68,30,1000000.0,7000.0,2022.0,67,64,61,65,65,65,57,63,62,63,70,64,68,65,75,185
17243,L. Neilson,"CB, RB",57,74,18,400000.0,500.0,2022.0,67,41,47,56,36,50,44,33,39,66,68,56,56,58,64,184
6458,B. Capon,"RWB, RB, RM",68,68,33,625000.0,5000.0,2022.0,67,66,65,66,67,66,63,60,62,66,68,70,65,64,70,180
14995,F. Carabalí,"CB, RB",61,66,25,425000.0,500.0,2021.0,67,50,53,60,49,62,50,40,60,66,67,61,61,65,58,180
15138,N. Bitumazala,"RB, CDM",61,77,18,800000.0,3000.0,2023.0,67,55,63,59,47,64,62,52,60,68,67,57,59,63,49,178
8754,R. Tait,"LB, RB, RWB",66,66,31,625000.0,2000.0,2022.0,67,58,62,61,65,63,62,42,61,68,67,62,61,62,87,179
12178,J. Le Cardinal,"CB, RB",64,69,23,800000.0,1000.0,2025.0,67,56,58,63,51,64,57,25,60,66,68,62,62,64,65,182
3393,D. Bocanegra,"CB, RB, CDM",72,72,34,750000.0,850.0,2021.0,67,68,65,71,71,71,61,70,65,64,69,76,67,70,80,182
4342,G. Acosta,"CM, RM, RB",71,71,32,1500000.0,8000.0,2022.0,67,68,72,61,60,72,71,73,70,69,66,60,55,62,86,185
12219,O. Chávez,RB,64,71,21,1100000.0,3000.0,2023.0,67,52,59,61,60,59,58,40,47,68,67,58,66,67,68,170
17543,A. Porras,RB,56,66,21,300000.0,500.0,2025.0,67,40,51,53,42,46,53,29,37,67,67,56,55,52,71,184
17044,M. Rafique,"RB, RM",57,57,30,140000.0,500.0,2022.0,67,53,52,49,52,57,47,39,50,68,67,47,52,54,73,172
6672,M. Modolo,"CB, RB",68,68,32,775000.0,8000.0,2023.0,67,49,50,66,40,62,40,22,58,61,71,65,65,68,76,186
15354,M. Al Majhad,"CM, CDM, RB",60,63,24,325000.0,5000.0,2024.0,67,56,63,51,46,63,61,53,60,70,65,49,50,53,74,176
15353,H. Brockbank,"RB, CB",60,67,22,475000.0,2000.0,2023.0,67,46,57,58,53,50,57,34,44,65,68,58,59,59,68,180
9238,Iván González,"CB, RB",66,66,31,575000.0,700.0,2022.0,67,52,53,65,59,56,48,57,54,66,68,64,66,67,83,181
15431,S. Villarreal,RB,60,74,21,575000.0,5000.0,2024.0,67,51,52,57,55,57,51,38,54,68,67,60,56,60,63,177
13508,A. Al Sahabi,"CB, RB",62,62,34,130000.0,3000.0,2022.0,67,46,54,62,59,51,55,23,44,68,66,62,62,60,62,181
16654,A. Mehta,RB,58,58,30,180000.0,600.0,2024.0,67,46,52,53,54,48,50,46,40,65,68,51,58,60,78,178
5017,R. Oxford,"CB, CDM, RB",70,77,22,3000000.0,11000.0,2023.0,67,53,56,71,34,66,52,44,57,66,67,72,65,74,65,193
16174,K. Andrade,"CB, RB",59,69,22,475000.0,650.0,2022.0,67,40,44,61,37,48,35,25,41,69,65,64,60,63,78,182
13181,Lanchi,RB,63,75,20,1100000.0,4000.0,2024.0,67,52,59,59,56,55,60,57,60,68,67,50,61,64,69,177
13611,J. McMillan,"LB, RB",62,71,23,850000.0,1000.0,2022.0,67,49,56,58,55,55,54,40,38,68,66,58,59,58,69,183
17815,B. Cotter,RB,55,65,22,275000.0,500.0,2021.0,67,46,53,47,42,54,49,38,40,65,68,42,49,50,75,175
7783,S. Ohlsson,"RB, RWB, RW",67,67,28,925000.0,6000.0,2022.0,67,58,64,67,56,67,64,64,61,71,63,68,65,73,75,181
10115,O. Lund,"CB, LB, RB",65,65,30,575000.0,4000.0,2022.0,67,57,60,61,60,62,60,50,57,66,67,60,62,65,75,188
17832,Zhou Xin,"RB, CB, CDM",55,62,23,240000.0,1000.0,2023.0,67,42,51,50,46,45,47,42,36,66,67,51,48,48,61,183
16074,C. Whelan,"RB, CB",59,66,23,425000.0,2000.0,2023.0,67,44,54,55,53,46,54,34,46,71,63,52,58,57,67,180
18349,M. Halliday,RB,54,70,18,250000.0,500.0,2025.0,67,43,48,49,41,52,46,32,38,66,67,51,50,51,68,183
18342,J. Robertsen,"RWB, RB",54,70,17,250000.0,500.0,2023.0,67,41,55,46,56,41,58,45,27,67,67,43,48,49,65,175
18286,K. Dagriri,RB,54,71,19,275000.0,1000.0,2025.0,67,40,51,51,48,43,51,38,36,68,67,50,52,53,59,173
16223,E. Lastre,"RB, RM, RW",59,67,21,475000.0,500.0,2025.0,67,50,53,55,53,60,45,40,42,70,65,56,51,53,65,178
18189,S. Sarangi,"RB, RM",54,61,21,210000.0,500.0,2023.0,67,47,53,50,48,50,51,42,47,72,63,47,42,56,69,179
2732,T. Jedvaj,"CB, RB, LB",73,76,25,3600000.0,31000.0,2025.0,67,57,63,74,67,66,60,45,60,70,65,73,73,75,58,186
10378,R. Okui,"LB, RB",65,65,31,525000.0,1000.0,2024.0,67,53,58,61,62,64,52,28,57,71,64,59,62,63,82,169
13447,K. Mellor,RB,62,62,30,350000.0,2000.0,2022.0,67,54,57,58,59,58,57,47,53,67,67,58,59,60,73,187
18325,J. Ayoví,RB,54,71,19,275000.0,500.0,2025.0,67,42,49,48,56,44,47,25,37,64,69,48,51,49,64,170
7709,David Bruno,"LB, RB",67,67,29,900000.0,3000.0,2022.0,67,58,65,64,66,62,63,57,55,69,66,64,64,67,73,175
10838,E. González,"RB, RM",65,65,30,625000.0,500.0,2021.0,67,54,52,62,69,64,49,63,29,64,70,58,60,67,66,179
18146,S. Elworthy,RB,54,61,23,210000.0,500.0,2021.0,67,48,50,49,49,52,49,46,49,72,63,49,50,53,68,175
5700,M. Sampirisi,"RB, RM",69,69,28,1300000.0,3000.0,2022.0,67,60,61,67,71,65,57,60,62,66,68,66,68,69,73,188
16211,D. Nealis,"RB, RWB, RM",59,66,22,425000.0,1000.0,2021.0,67,47,55,56,49,57,54,32,43,66,67,54,53,60,62,181
17905,A. Al Hassan,RB,55,66,22,275000.0,2000.0,2024.0,67,47,51,49,51,51,46,43,43,64,69,47,54,51,63,172
10950,Guilherme Mantuan,"CDM, RB",65,72,23,1300000.0,2000.0,2023.0,67,59,63,64,59,67,62,45,64,65,68,64,67,68,54,178
15930,M. Paskotsi,RB,60,80,18,650000.0,3000.0,2023.0,67,50,57,58,59,51,61,40,47,64,69,58,62,61,57,182
18551,M. Singh,"CB, RB",53,61,23,190000.0,500.0,2023.0,67,27,31,54,21,26,21,20,27,63,70,54,58,58,66,180
12992,Y. Bilingi,RB,63,70,22,925000.0,2000.0,2022.0,67,48,55,62,55,49,51,48,41,66,68,59,63,66,68,180
11176,G. Francomb,RB,64,64,29,525000.0,3000.0,2023.0,67,63,62,59,65,63,61,64,61,66,67,58,58,60,71,181
10673,I. Ramírez,"CDM, CB, RB",65,69,26,900000.0,500.0,2021.0,67,58,63,63,50,66,60,40,63,66,67,63,63,64,68,177
12538,R. Poole,RB,63,70,23,925000.0,2000.0,2024.0,67,56,58,61,54,64,55,46,63,71,64,59,62,64,71,184
2501,Juanfran,"RB, RWB",73,73,32,2100000.0,12000.0,2022.0,67,69,73,70,72,73,71,64,67,69,66,67,73,73,74,180
10736,A. Patache,RB,65,65,33,375000.0,3000.0,2022.0,67,52,61,63,63,57,60,38,40,69,66,62,64,65,69,174
18445,Qian Yumiao,"RB, RWB",53,62,23,200000.0,2000.0,2022.0,67,39,49,51,38,43,43,32,38,56,76,55,45,50,57,178
10615,T. Hamer,"LB, RB",65,74,21,1500000.0,1000.0,2023.0,68,55,58,61,62,57,56,42,55,70,66,61,60,62,82,188
18185,S. Chakrabarti,"RB, CDM",54,54,29,90000.0,500.0,2023.0,68,42,49,51,43,43,44,42,44,66,69,52,49,52,69,172
15214,D. Orellana,"CM, CDM, RB",60,60,28,250000.0,850.0,2021.0,68,60,61,57,60,62,60,59,62,68,68,59,55,61,74,173
10893,J. Sagredo,"CB, RB",65,68,27,800000.0,500.0,2021.0,68,48,57,66,48,66,49,26,55,67,68,63,68,70,62,175
8857,L. Palun,"LB, RB",66,66,32,600000.0,2000.0,2022.0,68,57,59,64,62,60,57,40,56,65,70,68,61,64,80,179
10680,A. Vogliacco,"CB, RB",65,75,22,1500000.0,4000.0,2024.0,68,51,53,66,56,55,51,51,48,65,70,68,66,67,52,186
