,Name ,overall,potential,passing,skill_long_passing,value_eur,wage_eur,age,height_cm,club_contract_valid_until,goalkeeping_diving,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
2864,Freder Cabral,73,73,64,16,2100000.0,21000.0,29,188,2024.0,73,69,76,66
2907,D. Boyko,73,73,65,41,1000000.0,650.0,33,197,2023.0,76,68,75,72
2926,Diogo Costa,73,85,64,24,6500000.0,5000.0,21,187,2022.0,73,65,73,75
2957,Álvaro,73,82,64,26,6000000.0,7000.0,23,186,2022.0,77,67,72,75
2973,A. Abedzadeh,73,74,64,35,2400000.0,6000.0,28,186,2023.0,72,67,73,73
2975,A. Bodart,73,79,64,33,3900000.0,8000.0,23,186,2025.0,73,68,70,75
2988,H. Koffi,73,78,64,26,3700000.0,8000.0,24,186,2024.0,75,69,69,76
3019,N. Baumann,73,79,64,21,3800000.0,7000.0,25,192,2022.0,76,67,73,74
3084,I. Grbić,73,79,64,30,3800000.0,25000.0,25,195,2022.0,70,70,71,75
3097,E. Bologna,72,72,64,21,250000.0,6000.0,39,189,2021.0,73,71,71,73
3101,A. Cordaz,72,72,64,17,250000.0,25000.0,38,188,2022.0,67,62,72,74
3103,B. Białkowski,72,72,64,32,750000.0,9000.0,33,194,2023.0,67,67,75,71
3105,C. Lucchetti,72,72,64,32,250000.0,4000.0,43,182,2021.0,73,77,69,70
3110,O. Ustari,72,72,64,22,400000.0,10000.0,34,183,2023.0,68,70,73,72
3112,E. Viviano,72,72,64,37,250000.0,6000.0,35,195,2022.0,70,69,74,72
3117,J. Lössl,72,72,64,67,1200000.0,15000.0,32,195,2025.0,73,68,70,72
3121,R. Gurtner,72,72,64,30,400000.0,4000.0,34,182,2023.0,70,71,70,72
3122,A. Gabbarini,72,72,64,24,250000.0,500.0,35,184,2023.0,69,65,74,74
3149,A. Smithies,72,72,63,28,1200000.0,18000.0,31,189,2022.0,72,69,73,72
3153,V. Fiorillo,72,72,63,25,1200000.0,21000.0,31,190,2025.0,73,64,70,76
3161,H. González,72,72,63,23,1600000.0,23000.0,30,182,2022.0,72,70,76,68
3171,S. Burchert,72,72,63,22,1200000.0,13000.0,31,187,2022.0,72,68,73,73
3173,C. Pinsoglio,72,72,63,28,1200000.0,32000.0,31,194,2023.0,74,58,74,76
3195,J. Steer,72,73,63,25,1900000.0,31000.0,28,188,2023.0,73,70,70,72
3205,N. Etheridge,72,72,63,21,1200000.0,12000.0,31,191,2024.0,73,61,73,75
3206,J. Siebenhandl,72,72,63,20,1200000.0,12000.0,31,183,2023.0,72,75,69,74
3213,Pedro Trigueira,72,72,64,23,750000.0,5000.0,33,192,2022.0,67,72,70,75
3220,Renan Ribeiro,72,72,63,11,1200000.0,7000.0,31,193,2023.0,75,64,72,76
3236,S. Clark,72,72,64,62,250000.0,3000.0,35,188,2021.0,71,65,74,73
3253,K. Lamprou,72,72,63,37,1600000.0,7000.0,29,178,2023.0,74,74,67,78
3260,J. Joronen,72,72,63,25,2850451.813201148,9017.989362811555,28,197,2031.0,70,68,71,72
3262,M. Esser,72,72,64,35,750000.0,13000.0,33,198,2023.0,73,66,70,74
3280,K. Müller,72,72,63,20,1600000.0,13000.0,30,190,2025.0,72,64,72,74
3288,J. Blaswich,72,73,63,34,1800000.0,5000.0,30,193,2022.0,71,67,71,76
3291,I. Gelios,72,72,63,17,1600000.0,14000.0,29,190,2022.0,74,61,71,74
3295,M. Dupé,72,74,63,29,2000000.0,5000.0,28,186,2023.0,74,63,68,75
3341,R. Strebinger,72,74,63,21,2000000.0,16000.0,28,194,2022.0,71,63,73,77
3381,M. Gersbeck,72,74,63,40,2200000.0,9000.0,26,187,2023.0,67,61,73,72
3385,A. Selikhov,72,74,63,35,2100000.0,26000.0,27,190,2022.0,72,71,74,74
3399,M. Ibáñez,72,72,64,18,400000.0,9000.0,34,190,2022.0,71,65,73,70
3419,A. Gunn,72,76,63,41,2600000.0,17000.0,25,196,2024.0,73,69,69,74
3428,A. Martín Arias,72,74,63,22,2000000.0,2000.0,28,185,2022.0,73,68,70,75
3435,Cantero,72,77,63,38,2700000.0,7000.0,26,189,2024.0,71,67,72,73
3438,Bruno Varela,72,74,63,25,2200000.0,6000.0,26,191,2024.0,74,63,72,75
3439,T. Didillon,72,76,63,28,2600000.0,7000.0,25,189,2024.0,74,66,73,74
3441,S. Scuffet,72,75,63,34,2400000.0,650.0,25,193,2023.0,72,60,70,79
3460,Kang Hyeon Mu,72,74,63,22,2200000.0,5000.0,26,185,2022.0,73,65,70,78
3464,J. Prior,72,75,63,40,2400000.0,5000.0,25,187,2022.0,71,68,71,76
3466,Sivera,72,78,63,34,3000000.0,10000.0,24,184,2022.0,72,68,73,72
3468,L. Zingerle,72,73,63,13,2000000.0,9000.0,27,185,2023.0,70,67,72,75
3504,J. Butez,72,76,63,33,2500000.0,11000.0,26,188,2024.0,72,74,70,73
3514,R. Gudiño,72,74,63,22,2200000.0,22000.0,25,196,2026.0,72,62,69,74
3529,A. Aguilar,72,72,64,23,1200000.0,750.0,32,184,2022.0,76,69,68,75
3532,P. Pentz,72,80,63,20,4500000.0,9000.0,24,182,2022.0,70,73,72,74
3535,D. Bertaud,72,77,63,25,2800000.0,11000.0,23,180,2022.0,73,65,69,75
3545,B. Peacock-Farrell,72,79,63,29,4000000.0,15000.0,24,192,2022.0,73,72,69,75
3553,Á. Montero,72,77,63,21,2700000.0,1000.0,26,196,2021.0,73,66,75,72
3554,A. Desmas,72,74,63,20,2100000.0,10000.0,27,196,2023.0,75,71,69,71
3556,G. Akkan,72,73,63,26,2100000.0,8000.0,26,186,2022.0,70,68,71,80
3561,Sacramentinho,72,72,64,15,250000.0,11000.0,37,188,2024.0,74,72,74,71
3563,Túlio Changas,72,72,63,29,1900000.0,18000.0,25,180,2024.0,72,75,68,73
3573,André Milazisco,72,72,63,13,1900000.0,18000.0,25,188,2024.0,77,62,66,77
3599,João Bruinheira,72,72,64,14,750000.0,9000.0,33,188,2024.0,71,77,74,75
3654,C. Cáceda,72,72,63,21,1600000.0,500.0,29,185,2021.0,71,67,71,73
3657,İ. Eğribayat,72,80,63,15,4500000.0,7000.0,23,193,2025.0,70,69,71,76
3677,Dani Cárdenas,72,80,63,49,4500000.0,12000.0,24,186,2022.0,74,74,67,77
3706,V. Barkas,72,75,63,29,2300000.0,26000.0,27,195,2024.0,71,72,71,73
3707,S. Dieng,72,75,63,47,2400000.0,10000.0,26,193,2024.0,70,70,69,75
3721,M. Safonov,72,82,63,26,2850451.813201148,9017.989362811555,22,192,2031.0,74,73,75,76
3722,A. Paschalakis,72,72,63,25,1200000.0,750.0,31,197,2022.0,79,65,70,79
3737,Tiago Sá,72,77,63,29,2700000.0,8000.0,26,185,2023.0,72,67,71,73
3762,E. Destanoğlu,72,80,63,15,4400000.0,14000.0,20,195,2023.0,72,65,70,73
3779,A. Trubin,72,78,63,32,2900000.0,500.0,19,198,2024.0,66,67,71,77
3780,J. Graterol,72,78,63,26,3000000.0,2000.0,24,182,2022.0,72,68,72,75
3787,Mateus Pasinato,72,72,63,21,1600000.0,8000.0,29,192,2023.0,71,72,73,69
3788,Ž. Živković,72,72,64,27,1200000.0,750.0,32,194,2022.0,72,67,74,74
3794,L. Morales,72,85,63,31,5000000.0,6000.0,21,187,2023.0,71,69,74,73
3816,I. Pandur,72,79,63,28,4100000.0,9000.0,21,187,2025.0,71,62,69,77
3822,E. Green,72,81,63,17,4400000.0,11000.0,20,190,2025.0,73,68,72,74
3826,D. Greif,72,80,63,17,4500000.0,11000.0,24,197,2026.0,70,77,71,70
3828,N. Penneteau,71,71,63,23,210000.0,7000.0,40,185,2023.0,68,66,81,63
3830,Riesgo,71,71,63,33,210000.0,4000.0,37,187,2022.0,71,68,71,71
3837,M. Barovero,71,71,63,23,210000.0,5000.0,37,182,2025.0,70,63,73,72
3841,L. Pocrnjic,71,71,63,19,210000.0,4000.0,39,192,2021.0,71,64,72,70
3846,P. Tschauner,71,71,63,25,210000.0,18000.0,35,196,2022.0,71,66,71,71
3850,J. Dahlin,71,71,63,32,325000.0,5000.0,34,192,2023.0,66,67,79,67
3851,I. Khune,71,71,63,40,325000.0,500.0,34,181,2023.0,71,90,64,75
3855,R. M'Bolhi,71,71,63,46,210000.0,9000.0,35,191,2022.0,71,73,67,75
3857,J. Moulin,71,71,63,35,210000.0,6000.0,35,185,2023.0,72,65,72,73
3866,F. Rodríguez,71,71,62,13,925000.0,6000.0,32,184,2024.0,68,71,72,73
3868,R. Boffin,71,71,63,12,600000.0,9000.0,33,196,2022.0,72,73,69,72
3870,J. García,71,71,63,12,325000.0,8000.0,34,182,2022.0,72,74,70,73
3871,Bracali,71,71,63,36,210000.0,5000.0,40,185,2022.0,71,60,71,69
3877,Zeng Cheng,71,71,63,45,325000.0,8000.0,34,192,2021.0,70,69,71,74
3878,Wang Dalei,71,71,62,57,925000.0,9000.0,32,185,2021.0,70,70,68,72
3879,W. Sandilands,71,71,63,21,210000.0,500.0,37,180,2022.0,69,69,70,75
3883,A. Hruška,71,71,63,15,210000.0,500.0,35,193,2022.0,69,70,68,69
3895,Ø. Nyland,71,71,62,46,1200000.0,16000.0,30,192,2022.0,70,76,71,72
3900,Raúl Fernández,71,71,63,26,600000.0,5000.0,33,195,2023.0,69,61,73,72
3906,V. Babacan,71,71,62,29,925000.0,16000.0,32,192,2024.0,73,67,75,71
3921,O. Jansson,71,72,62,39,1400000.0,4000.0,30,187,2021.0,72,67,70,73
3932,G. Arlauskis,71,71,63,13,600000.0,8000.0,33,193,2022.0,72,65,70,75
3933,Rafael,71,71,62,28,1000000.0,14000.0,31,186,2022.0,72,58,69,72
3949,B. Maubleu,71,71,62,36,1000000.0,4000.0,31,192,2023.0,69,67,71,70
3978,T. Koubek,71,72,62,20,1500000.0,12000.0,28,197,2024.0,76,67,69,75
3983,N. Marsman,71,71,62,22,1200000.0,4000.0,30,188,2021.0,72,69,70,73
3984,A. Davies,71,73,62,13,1600000.0,14000.0,28,185,2022.0,71,67,69,71
3988,Marafona,71,71,63,38,325000.0,7000.0,34,190,2023.0,68,66,72,72
4026,M. Bettinelli,71,73,62,38,1600000.0,40000.0,29,194,2023.0,71,73,73,73
4032,D. Roef,71,73,62,46,1700000.0,11000.0,27,187,2023.0,75,64,69,72
4041,M. Pigliacelli,71,71,62,52,1300000.0,8000.0,28,184,2022.0,69,83,70,70
4042,P. Terracciano,71,71,62,21,1000000.0,22000.0,31,193,2023.0,72,64,69,75
4048,J. Frick,71,73,62,29,1600000.0,10000.0,28,192,2024.0,72,69,69,72
4064,Dani Barrio,71,71,63,17,325000.0,5000.0,34,190,2022.0,73,67,68,73
4073,M. Schuhen,71,74,62,28,1700000.0,8000.0,28,188,2022.0,72,70,68,74
4095,G. Güvenç,71,72,62,42,1400000.0,8000.0,29,187,2024.0,71,68,70,74
4100,D. Heuer Fernandes,71,71,62,25,1300000.0,8000.0,28,188,2022.0,71,70,68,74
4122,A. Silva,71,71,63,21,210000.0,3000.0,37,190,2022.0,70,64,70,71
4146,P. Carlgren,71,71,62,40,1300000.0,8000.0,29,188,2024.0,70,68,69,72
4162,E. Horvath,71,75,62,30,2000000.0,22000.0,26,195,2024.0,78,57,62,76
4167,D. Phillips,71,74,62,18,1900000.0,16000.0,26,188,2023.0,73,62,70,72
4204,Iván Villar,71,78,62,22,3200000.0,9000.0,23,189,2022.0,71,68,69,70
4224,M. Schwäbe,71,75,62,49,2000000.0,13000.0,26,188,2024.0,72,76,68,73
4231,J. Pollersbeck,71,75,62,44,2000000.0,25000.0,26,195,2024.0,73,72,70,73
4232,B. Kamara,71,76,62,15,2300000.0,9000.0,24,196,2023.0,72,64,70,73
4253,A. Batalla,71,76,62,22,2200000.0,7000.0,25,185,2023.0,72,67,69,72
4254,M. Fraisl,71,73,62,27,1600000.0,7000.0,28,187,2022.0,72,65,71,72
4258,Samuel Portugal,71,75,62,31,2000000.0,5000.0,27,188,2025.0,74,72,67,75
4293,Ailton Cardenhas,71,71,62,17,1600000.0,8000.0,21,193,2024.0,71,72,76,72
4295,Wiliam Santinho,71,74,62,16,1900000.0,10000.0,25,195,2024.0,61,76,70,73
4336,M. Higashiguchi,71,71,63,28,210000.0,4000.0,35,184,2022.0,67,74,72,70
4362,Nathael Silbeira,71,71,62,17,1500000.0,12000.0,25,188,2024.0,61,69,73,70
4363,Eduardo Fonseira,71,71,62,9,1600000.0,9000.0,21,191,2024.0,71,74,72,69
4380,Jean,71,75,62,29,2000000.0,500.0,25,188,2021.0,71,68,74,75
4385,R. Majecki,71,78,62,15,3200000.0,13000.0,21,193,2024.0,70,66,71,72
4439,G. Vicario,71,77,62,27,2400000.0,12000.0,24,188,2022.0,70,64,73,73
4458,Dani Martín,71,79,62,36,3600000.0,9000.0,22,187,2022.0,71,68,69,73
4473,F. Plach,71,72,62,23,1400000.0,5000.0,29,192,2022.0,71,66,70,72
4479,M. Vandevoordt,71,87,62,35,4300000.0,3000.0,19,190,2023.0,74,67,66,73
4537,P. Ortíz,71,71,62,17,1000000.0,550.0,31,187,2024.0,73,69,70,73
4539,D. Stipica,71,71,62,48,1200000.0,5000.0,30,189,2024.0,72,66,73,76
4543,F. Kastenmeier,71,75,62,19,2100000.0,10000.0,24,192,2024.0,73,70,67,73
4577,M. Okoye,71,81,62,47,3600000.0,4000.0,21,198,2025.0,71,66,69,74
4594,A. Boruc,70,70,62,34,180000.0,3000.0,41,193,2022.0,71,66,70,71
4595,G. Pegolo,70,70,62,21,180000.0,7000.0,40,183,2022.0,68,60,70,70
4596,S. Bossut,70,70,62,38,180000.0,4000.0,35,187,2023.0,68,63,73,69
4599,S. Kırıntılı,70,70,62,23,180000.0,4000.0,36,185,2022.0,69,66,72,69
4601,A. Rebrov,70,70,62,28,180000.0,13000.0,37,193,2022.0,69,64,74,69
4602,V. Demarconnay,70,70,62,35,180000.0,2000.0,38,180,2022.0,70,70,72,67
4605,J. Lewis,70,70,61,33,525000.0,4000.0,33,198,2024.0,72,66,70,72
4614,J. Ruddy,70,70,62,23,275000.0,27000.0,34,193,2022.0,70,72,70,71
4618,A. Federici,70,70,62,25,180000.0,2000.0,36,188,2022.0,70,76,70,67
4621,V. Stojković,70,70,62,46,180000.0,6000.0,37,193,2022.0,66,66,71,69
4638,V. Mannone,70,70,61,33,525000.0,18000.0,33,189,2022.0,68,66,70,71
4642,M. Langerak,70,70,61,23,800000.0,3000.0,32,193,2022.0,71,53,70,72
4671,C. Toselli,70,70,61,32,525000.0,2000.0,33,183,2022.0,69,70,71,70
4673,S. Colombi,70,70,61,35,1100000.0,13000.0,30,188,2022.0,71,53,69,76
4682,Tomeu Nadal,70,70,61,25,800000.0,5000.0,32,187,2023.0,66,66,72,73
4685,E. Lamanna,70,70,61,37,850000.0,2000.0,31,187,2022.0,68,64,70,72
4688,J. Rodríguez,70,72,61,35,1400000.0,19000.0,28,186,2023.0,74,63,72,72
4698,W. Foderingham,70,70,61,34,1100000.0,12000.0,30,185,2023.0,68,72,70,71
4717,Dani Jiménez,70,70,61,23,850000.0,5000.0,31,179,2022.0,70,64,67,72
4720,C. Lampe,70,70,62,21,275000.0,7000.0,34,192,2023.0,67,64,71,70
4721,B. Leroy,70,70,61,14,800000.0,3000.0,32,184,2023.0,69,70,70,69
4725,M. Gillespie,70,72,61,35,1300000.0,16000.0,29,192,2023.0,72,66,71,73
4743,H. Tekin,70,70,61,17,800000.0,7000.0,32,183,2023.0,67,68,70,74
4767,Kim Jin Hyeon,70,70,61,22,525000.0,4000.0,33,192,2022.0,70,61,74,71
4777,S. McDermott,70,73,61,40,1500000.0,2000.0,28,185,2021.0,70,59,68,73
4778,B. Siegrist,70,71,61,22,1200000.0,4000.0,29,194,2022.0,70,66,69,69
4795,I. Šehić,70,70,61,14,800000.0,8000.0,32,190,2022.0,65,67,74,70
4799,Y. Brecher,70,73,61,23,1500000.0,8000.0,28,196,2023.0,70,65,68,73
4800,Adrián Ortolá,70,72,61,48,1500000.0,6000.0,27,187,2023.0,69,74,70,73
4811,B. Uphoff,70,72,61,22,1500000.0,11000.0,27,192,2025.0,69,68,69,71
4814,C. Walton,70,74,61,25,1700000.0,20000.0,25,195,2022.0,71,69,65,72
4821,P. Kühn,70,70,61,24,1100000.0,3000.0,28,188,2023.0,70,69,72,74
4829,D. Bachmann,70,73,61,39,1600000.0,20000.0,26,191,2024.0,69,68,65,71
4841,M. Al Owais,70,70,61,26,1100000.0,16000.0,29,187,2022.0,74,56,68,74
4843,L. García,70,72,61,24,1400000.0,10000.0,28,181,2022.0,72,65,68,75
4853,M. Kolke,70,70,61,21,1100000.0,5000.0,30,187,2023.0,70,60,69,74
4880,S. Rossbach,70,76,61,18,2000000.0,2000.0,25,189,2024.0,71,66,67,74
4884,L. Castellanos,70,70,62,22,180000.0,1000.0,37,183,2021.0,68,64,72,70
4891,E. Chaux,70,72,61,24,1300000.0,2000.0,29,189,2022.0,69,60,70,74
4905,A. Werner,70,76,61,19,2000000.0,8000.0,25,191,2023.0,74,75,68,70
4909,C. Mathenia,70,70,61,25,1100000.0,6000.0,29,190,2024.0,72,62,68,74
4916,L. Cárdenas,70,73,61,49,1600000.0,18000.0,27,183,2024.0,68,68,68,73
4926,S. Gonda,70,70,61,26,800000.0,4000.0,32,187,2021.0,69,64,68,71
4927,G. Lajud,70,74,61,25,1700000.0,9000.0,27,189,2023.0,69,61,73,73
4935,L. Lezzerini,70,73,61,22,1600000.0,9000.0,26,195,2023.0,71,63,69,73
4939,Rubén Yáñez,70,72,61,22,1500000.0,11000.0,27,190,2023.0,69,64,68,72
4947,O. Marciano,70,70,61,28,850000.0,5000.0,31,193,2023.0,72,61,68,73
4948,Aarón,70,75,61,31,1900000.0,9000.0,25,185,2023.0,67,66,67,72
4949,M. Diaw,70,72,61,23,1400000.0,7000.0,28,198,2022.0,72,68,68,74
4963,R. Rúnarsson,70,74,61,25,1700000.0,27000.0,26,186,2022.0,71,72,68,71
4977,T. Wellenreuther,70,74,61,27,1700000.0,9000.0,25,188,2022.0,72,65,68,72
4983,D. Frascarelli,70,70,62,38,180000.0,500.0,36,189,2022.0,67,69,70,69
4997,V. Milinković-Savić,70,75,61,30,1900000.0,13000.0,24,202,2024.0,69,78,69,70
5007,J. Devecchi,70,73,61,25,1600000.0,6000.0,25,188,2022.0,70,60,70,74
5040,K. Grabara,70,78,61,19,3100000.0,7000.0,22,195,2026.0,72,63,71,72
5041,D. Iversen,70,75,61,21,1900000.0,26000.0,23,193,2022.0,72,67,70,72
5052,Charles,70,73,61,18,1600000.0,3000.0,27,186,2022.0,70,60,69,73
5057,J. Huth,70,71,61,30,1400000.0,7000.0,27,183,2022.0,70,74,67,73
5060,L. Zigi,70,78,61,25,3100000.0,4000.0,24,188,2023.0,75,63,66,74
5063,Vítor Angulho,70,70,61,18,1300000.0,6000.0,25,182,2024.0,69,58,63,74
5064,Adrizinho Bastos,70,70,61,27,525000.0,7000.0,33,185,2024.0,72,72,70,68
5101,P. Jensen,70,75,61,46,1900000.0,4000.0,23,195,2025.0,72,69,67,70
5114,J. Posavec,70,76,61,23,2000000.0,500.0,25,190,2023.0,73,66,66,75
5118,L. Malagón,70,78,61,17,3100000.0,5000.0,24,181,2022.0,70,63,70,72
5147,Jairo Farnias,70,70,61,15,1400000.0,7000.0,21,179,2024.0,64,69,68,75
5153,Caro,70,73,61,40,1600000.0,5000.0,27,184,2022.0,70,67,70,71
5154,Juan Soriano,70,77,61,24,2700000.0,4000.0,23,185,2024.0,72,65,69,72
5167,A. Paleari,70,72,61,29,1400000.0,8000.0,28,193,2023.0,70,67,71,71
5185,Y. van Osch,70,77,61,34,2700000.0,5000.0,24,183,2023.0,69,71,67,72
5188,O. Christensen,70,78,61,49,3100000.0,14000.0,22,190,2026.0,74,63,68,71
5190,I. Pettersson,70,77,61,61,2700000.0,3000.0,24,181,2024.0,72,77,66,74
5231,N. Mantl,70,79,61,18,3100000.0,7000.0,21,193,2025.0,71,66,69,72
5242,L. Zidane,70,78,61,15,3100000.0,7000.0,23,183,2022.0,72,65,70,71
5246,A. Meyer,70,70,61,29,1100000.0,5000.0,30,195,2022.0,71,67,70,70
5260,A. Beiranvand,70,72,61,25,1400000.0,9000.0,28,196,2022.0,77,63,70,70
5280,F. Dahmen,70,80,61,37,3100000.0,8000.0,23,187,2023.0,73,69,67,74
5282,B. Petersen,70,73,61,55,1600000.0,500.0,27,185,2024.0,67,68,69,74
5289,K. Letica,70,75,61,28,1900000.0,8000.0,24,201,2022.0,75,64,70,73
5290,A. Racioppi,70,75,61,24,2000000.0,2000.0,22,186,2024.0,70,62,71,75
5307,O. Shevchenko,70,72,61,29,1300000.0,500.0,29,188,2023.0,69,73,71,71
5313,M. Álvarez,70,70,61,22,800000.0,6000.0,32,185,2023.0,71,65,73,71
5343,S. Rojas,70,76,61,20,2000000.0,500.0,25,185,2024.0,68,70,72,71
5359,K. Eissa,70,70,61,21,850000.0,550.0,31,179,2024.0,70,58,69,76
5375,D. Lazar,70,70,61,23,1100000.0,7000.0,29,185,2025.0,69,65,70,72
5388,M. Zeghba,70,71,61,28,1200000.0,9000.0,30,190,2023.0,69,62,70,72
5417,J. Espínola,70,74,61,37,1700000.0,5000.0,26,185,2023.0,71,65,73,72
5470,G. Lux,69,69,61,31,150000.0,4000.0,39,185,2021.0,67,72,70,67
5471,F. Marchetti,69,69,61,35,150000.0,4000.0,38,188,2022.0,66,62,70,67
5472,D. Marshall,69,69,61,29,150000.0,4000.0,36,190,2022.0,69,65,68,71
5473,J. De Olivera,69,69,61,21,150000.0,3000.0,38,194,2022.0,66,58,65,70
5476,A. Rosati,69,69,61,31,150000.0,10000.0,38,195,2022.0,68,46,70,68
5485,B. Guzan,69,69,61,34,150000.0,2000.0,36,193,2023.0,67,76,70,67
5487,B. Jones,69,69,61,18,150000.0,1000.0,39,193,2023.0,65,66,73,70
5488,R. Elliot,69,69,61,31,150000.0,11000.0,35,190,2023.0,70,74,69,70
5489,Santamaría,69,69,61,11,150000.0,2000.0,36,184,2022.0,68,64,66,69
5495,Jung Sung Ryong,69,69,61,33,150000.0,3000.0,36,191,2022.0,70,77,68,70
5504,M. Vanhamel,69,69,60,18,750000.0,5000.0,31,188,2024.0,69,75,67,70
5513,S. Grytebust,69,69,60,35,750000.0,8000.0,31,185,2021.0,71,65,69,70
5514,E. Mulder,69,69,60,40,700000.0,4000.0,32,193,2022.0,69,72,65,71
5517,A. Blanco,69,69,60,12,450000.0,9000.0,33,182,2024.0,66,65,68,71
5519,M. Dreyer,69,69,60,13,700000.0,7000.0,32,188,2023.0,69,67,65,71
5520,A. Moris,69,69,60,33,750000.0,6000.0,31,186,2023.0,70,63,68,70
5524,D. Petrić,69,69,60,13,450000.0,9000.0,33,187,2022.0,69,61,71,72
5528,D. Kuciak,69,69,61,14,150000.0,2000.0,36,194,2023.0,71,64,71,73
5539,J. McLaughlin,69,69,60,41,450000.0,17000.0,33,188,2022.0,70,69,68,69
5565,Kim Seung Gyu,69,69,60,25,925000.0,4000.0,30,187,2022.0,70,67,68,72
5596,A. Hayashi,69,69,60,38,240000.0,4000.0,34,195,2022.0,71,63,71,72
5606,S. Bain,69,69,60,45,950000.0,18000.0,29,183,2023.0,69,71,63,71
5614,Raúl Lizoain,69,69,60,22,925000.0,3000.0,30,188,2022.0,67,63,69,67
5619,A. Letellier,69,70,60,23,1000000.0,21000.0,30,193,2022.0,68,62,67,72
5649,E. Özbir,69,69,60,17,750000.0,6000.0,31,188,2022.0,69,61,69,69
5652,D. Mitov Nilsson,69,69,60,39,925000.0,2000.0,30,191,2024.0,70,69,66,74
5655,Yang Han Been,69,70,60,34,1100000.0,3000.0,29,195,2023.0,70,60,69,73
5661,L. Thomas,69,69,60,41,950000.0,6000.0,29,191,2022.0,71,64,65,69
5675,J. Blackman,69,72,60,33,1400000.0,3000.0,27,199,2021.0,70,63,65,73
5685,G. Hubert,69,72,60,26,1400000.0,5000.0,27,198,2023.0,70,65,69,71
5691,D. Stojanović,69,70,60,18,1200000.0,10000.0,27,196,2023.0,70,60,66,72
5693,S. Sluga,69,72,60,40,1300000.0,6000.0,28,191,2022.0,69,70,69,70
5697,C. Bălgrădean,69,69,60,27,450000.0,6000.0,33,186,2022.0,68,65,68,69
5715,C. Maxwell,69,69,60,16,925000.0,5000.0,30,185,2023.0,69,68,70,68
5717,M. Michel,69,70,60,26,1100000.0,3000.0,29,189,2023.0,70,66,63,72
5737,K. Roos,69,69,60,20,950000.0,6000.0,29,196,2022.0,72,73,67,72
5741,M. Caillard,69,72,60,27,1400000.0,7000.0,27,191,2022.0,73,59,70,72
5753,E. Basilio,69,74,60,26,1600000.0,4000.0,26,187,2023.0,70,65,67,69
5786,I. González,69,69,60,26,750000.0,2000.0,31,187,2022.0,70,61,68,73
5813,Ö. Kristinsson,69,69,60,24,700000.0,500.0,32,192,2022.0,68,62,67,70
5818,S. Nishikawa,69,69,61,39,150000.0,3000.0,35,183,2022.0,68,73,69,72
5820,S. Allagbé,69,70,60,22,1200000.0,2000.0,27,189,2022.0,69,67,69,73
5832,O. Cabral,69,69,61,26,150000.0,500.0,36,186,2021.0,68,64,67,72
5869,W. Hahn,69,71,60,40,1200000.0,4000.0,29,190,2022.0,72,65,65,74
5875,O. Kocuk,69,72,60,16,1400000.0,16000.0,25,188,2022.0,71,62,64,73
5883,A. Vural,69,69,60,18,925000.0,7000.0,30,187,2024.0,70,61,69,74
5902,L. Kelly,69,74,60,35,1600000.0,3000.0,25,189,2024.0,71,71,71,70
5913,B. Medina,69,69,60,22,450000.0,500.0,33,186,2021.0,76,60,64,68
5936,Juan Pérez,69,75,60,25,1800000.0,8000.0,24,187,2024.0,69,60,69,73
5957,Luciano Cacheira,69,69,60,11,1100000.0,5000.0,25,181,2024.0,76,77,55,76
5963,Kaíque Mutto,69,69,60,17,950000.0,7000.0,29,191,2024.0,79,66,55,83
5989,M. Verrips,69,75,60,25,1800000.0,8000.0,24,195,2023.0,71,71,65,72
5991,A. Keita,69,69,60,18,240000.0,2000.0,34,185,2024.0,70,79,66,71
5998,M. Prévot,69,74,60,22,1700000.0,2000.0,24,187,2023.0,69,68,68,69
6000,E. Oelschlägel,69,74,60,21,1600000.0,6000.0,25,193,2022.0,71,58,64,72
6013,D. Sappa,69,74,60,25,1600000.0,5000.0,26,193,2022.0,63,68,71,69
6044,Caio Padricio,69,69,60,13,950000.0,6000.0,29,186,2024.0,69,46,70,73
6050,M. Schubert,69,76,60,30,2400000.0,5000.0,23,187,2024.0,72,62,64,74
6056,S. Pérez,69,69,60,24,925000.0,5000.0,30,180,2023.0,71,70,67,73
6073,O. De Wolf,69,74,60,27,1700000.0,6000.0,24,190,2024.0,69,75,67,72
6077,M. Di Gregorio,69,74,60,15,1700000.0,2000.0,23,187,2024.0,72,63,69,73
6079,G. Gómez,69,74,60,32,1600000.0,6000.0,25,190,2022.0,68,73,70,72
6080,L. García,69,77,60,38,2700000.0,3000.0,23,190,2023.0,69,64,69,70
6090,L. Grill,69,76,60,22,2400000.0,13000.0,22,192,2021.0,70,61,67,72
6111,D. Schmidt,69,70,60,23,1100000.0,6000.0,29,196,2023.0,70,70,68,71
6119,B. Bvuma,69,73,60,23,1500000.0,500.0,26,186,2022.0,73,64,67,67
6123,L. Weinkauf,69,73,60,16,1600000.0,8000.0,24,198,2022.0,70,55,72,73
6127,K. Broll,69,74,60,25,1600000.0,6000.0,25,184,2022.0,72,48,68,73
6137,G. Anestis,69,70,60,31,1000000.0,2000.0,30,198,2021.0,68,68,71,70
6150,P. Tsintotas,69,70,60,27,1200000.0,500.0,27,194,2023.0,70,70,63,70
6184,Carlos Miguel,69,75,60,21,1800000.0,8000.0,24,192,2021.0,70,65,68,73
