,Name ,player_positions,overall,potential,value_eur,wage_eur,age,club_contract_valid_until,weak_foot,skill_moves,pace,shooting,passing,dribbling,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_ball_control,movement_acceleration,movement_sprint_speed,power_stamina,mentality_aggression,mentality_positioning,skill_fk_accuracy,movement_agility,mentality_penalties,height_cm
16112,R. Law,LWB,59,68,475000.0,2000.0,21,2022.0,3,2,71,29,48,57,57,27,46,48,23,54,56,75,67,65,55,47,41,74,38,177
16118,P. Gwargis,"RW, LW",59,74,550000.0,1000.0,20,2024.0,3,3,71,53,59,59,57,46,47,65,41,57,56,73,70,53,50,57,45,75,50,181
3498,A. Lusamba,"CM, LW, RW",72,76,3300000.0,5000.0,24,2022.0,3,4,71,65,72,76,72,67,61,73,53,76,77,72,70,74,50,72,68,81,65,179
3284,C. Townsend,"LWB, LB",72,72,2100000.0,29000.0,28,2024.0,3,3,71,46,65,68,72,44,57,67,41,68,68,68,73,76,56,60,61,69,52,183
2912,Bernardo,"LB, LWB",73,75,3500000.0,20000.0,26,2024.0,3,3,71,49,61,68,67,30,67,67,53,67,70,68,74,74,72,62,32,63,43,186
10061,H. Quiñones,"LB, LW",65,65,625000.0,1000.0,29,2021.0,3,3,71,48,56,61,63,48,59,62,40,59,62,72,71,68,45,59,37,70,49,178
3351,B. Osborn,"LWB, CM",72,73,2500000.0,19000.0,26,2022.0,3,3,71,65,71,72,70,61,48,71,68,70,72,73,69,85,47,66,70,80,42,176
16039,M. Doyle,"LM, LW, ST",59,66,450000.0,500.0,22,2021.0,2,2,71,57,51,60,53,60,56,52,53,59,59,73,69,73,51,55,44,74,59,183
7222,A. El Kaabi,"ST, LW",68,68,1200000.0,7000.0,28,2023.0,2,3,71,68,56,64,54,71,70,61,76,64,62,72,70,68,46,73,47,72,64,182
14337,Patrick,"LW, ST",62,67,600000.0,2000.0,23,2025.0,3,2,71,62,65,62,66,58,48,65,63,62,60,70,72,61,59,57,72,75,56,180
1170,E. Choupo-Moting,"ST, LW",76,76,6000000.0,63000.0,32,2023.0,4,3,71,73,68,78,65,74,75,75,74,81,78,69,73,72,57,76,44,73,68,191
14391,L. Chávez,"LM, LW",62,70,900000.0,500.0,21,2022.0,3,3,71,56,60,61,62,55,44,61,53,62,61,71,71,60,55,61,61,65,60,175
14343,N. Piwernetz,LWB,62,69,775000.0,500.0,21,2025.0,2,2,71,31,44,60,52,27,58,56,20,56,58,74,69,61,65,42,28,80,30,176
9784,Nuno Moreira,"LW, RW",66,74,1900000.0,2000.0,22,2024.0,3,3,71,62,65,70,63,66,50,69,59,72,70,70,72,59,29,54,50,67,64,175
9778,Adílio Santos,"RW, LW",66,66,900000.0,3000.0,27,2023.0,4,2,71,70,61,66,61,70,61,62,72,68,65,72,70,61,34,63,50,65,68,178
10758,N. Ouammou,LWB,65,65,650000.0,2000.0,28,2023.0,2,3,71,51,63,68,67,49,39,67,39,69,67,72,71,70,48,59,40,73,58,181
2500,O. El Kaddouri,"CM, CAM, LW",73,73,2900000.0,1000.0,30,2023.0,4,3,71,69,74,74,73,62,70,75,66,76,78,68,73,69,56,74,71,63,68,185
2493,D. Welbeck,"ST, LW, LM",73,73,3000000.0,45000.0,30,2022.0,3,3,71,72,67,72,69,75,75,66,68,72,72,66,75,50,75,74,62,72,68,185
8014,J. Mees,"LW, RW",67,70,1300000.0,9000.0,25,2024.0,4,3,71,64,63,70,64,68,48,66,59,72,68,74,69,62,52,68,45,78,55,180
14811,M. O'Malley,"LB, LWB",61,72,675000.0,2000.0,20,2023.0,2,2,71,37,50,56,61,35,43,50,33,52,53,72,70,72,53,51,49,68,39,170
9877,J. Mills,"LB, LWB",65,65,525000.0,5000.0,31,2022.0,3,2,71,49,60,63,65,43,55,58,44,61,60,72,70,73,63,58,67,73,56,175
16423,P. Verkamp,LW,59,66,450000.0,700.0,23,2023.0,2,2,71,55,57,62,57,55,52,62,53,63,61,70,71,50,45,56,45,72,50,180
14809,R. Moldoveanu,"ST, LW",61,65,475000.0,1000.0,22,2024.0,3,3,71,58,56,64,60,61,56,60,46,61,62,72,70,61,29,60,26,90,56,177
2542,V. Le Goff,"LB, LWB",73,73,2200000.0,15000.0,31,2022.0,3,3,71,61,66,71,71,60,43,70,52,70,70,72,71,86,61,69,47,79,43,177
8160,B. Nastić,"LWB, LB, LM",67,67,1000000.0,4000.0,26,2024.0,3,2,71,48,61,62,66,41,55,64,28,59,63,70,72,74,71,53,34,66,37,181
10859,L. Urruti,"LW, RW",65,65,725000.0,500.0,28,2021.0,2,2,71,60,62,63,70,59,54,70,43,61,65,72,71,59,50,62,31,62,60,177
14175,C. Makgaka,"CAM, RW, LW",62,67,575000.0,500.0,25,2023.0,2,2,71,50,67,61,58,47,56,72,59,57,62,69,73,59,64,51,56,66,61,176
15858,R. Ndualu,"RW, LW",60,69,550000.0,1000.0,21,2023.0,3,2,72,56,52,64,59,59,42,55,49,65,64,69,74,68,55,50,45,71,55,180
2152,J. Silva,"LB, LWB, CB",74,75,4400000.0,21000.0,27,2025.0,3,3,72,60,67,72,71,48,55,70,62,72,73,74,71,79,82,66,70,73,55,179
15979,Kong Min Hyeon,"LW, ST",59,59,190000.0,1000.0,31,2022.0,3,3,72,57,47,60,47,58,58,55,44,62,58,74,70,66,46,61,26,56,54,182
17403,L. Hall,LWB,57,65,350000.0,2000.0,22,2022.0,3,2,72,28,45,50,55,29,50,47,27,52,50,71,73,69,45,46,34,56,35,175
2673,N. Gavory,"LB, LWB",73,75,3500000.0,13000.0,26,2023.0,3,3,72,63,72,70,77,56,69,69,59,70,72,69,74,82,67,65,69,72,65,183
16284,C. Terho,"RW, LW",59,72,525000.0,500.0,18,2022.0,4,3,72,56,52,61,52,56,34,55,42,61,60,74,70,56,37,54,42,67,54,181
16347,T. Miyagi,"LW, CF, CAM",59,72,550000.0,2000.0,20,2023.0,3,2,72,52,55,60,56,55,38,57,38,60,60,78,67,46,44,52,44,65,49,176
16431,L. Ennali,"LW, RW",59,71,525000.0,3000.0,19,2022.0,2,2,72,56,51,64,50,61,40,56,50,65,60,75,70,55,30,56,40,75,51,171
2455,A. Büyük,"ST, LW, CAM",73,73,1900000.0,14000.0,33,2022.0,3,3,72,73,70,74,68,74,73,73,65,72,75,73,71,73,76,74,68,78,71,177
5974,Adão Salvadaldo,"ST, LW",69,72,1900000.0,8000.0,25,2024.0,5,3,72,73,51,75,66,77,61,55,65,77,71,73,72,53,40,69,52,87,77,174
1948,C. De Ketelaere,"LW, CAM, ST",75,85,12500000.0,19000.0,20,2023.0,4,4,72,72,75,77,74,74,71,77,72,79,81,69,75,83,57,73,68,76,58,192
2272,José Mirazar,"CAM, LM, LW",74,74,4700000.0,24000.0,25,2024.0,3,3,72,65,76,76,77,64,68,75,64,79,76,73,72,82,34,75,76,76,76,180
16237,W. Bøving,"LW, RW",59,74,525000.0,1000.0,18,2025.0,3,3,72,53,53,61,52,55,28,57,42,58,59,73,71,59,46,57,37,79,53,180
2759,Diego Rico,"LB, LWB, CB",73,73,2800000.0,23000.0,28,2023.0,2,3,72,57,69,69,72,45,65,69,53,69,71,71,73,76,70,64,69,66,43,183
16593,N. Tsaroulla,"LB, LWB",58,69,425000.0,2000.0,22,2022.0,3,2,72,40,45,58,54,39,43,44,32,57,55,74,71,64,59,50,36,78,50,173
16599,Y. Al Mozairib,"LW, CAM",58,63,300000.0,3000.0,23,2024.0,3,2,72,53,48,62,42,56,54,52,46,63,63,71,73,79,39,55,41,65,55,178
2337,A. Caci,"LB, LWB, CB",74,80,6000000.0,16000.0,24,2022.0,5,3,72,52,67,68,72,53,72,71,47,66,69,72,72,74,62,62,48,70,52,186
12358,A. Morgan,"LB, LWB",63,63,425000.0,2000.0,30,2021.0,2,2,72,39,55,61,58,34,52,58,37,60,58,71,73,61,69,56,33,74,44,180
17166,J. Courtney-Perkins,"CB, LWB",57,70,350000.0,500.0,18,2025.0,3,2,72,22,39,44,37,16,53,45,25,38,44,73,71,64,49,22,26,57,30,189
14701,J. Mitchell-Lawson,"LW, ST",61,69,725000.0,2000.0,21,2023.0,3,3,72,54,55,66,56,55,35,57,43,64,62,73,72,54,45,60,43,83,49,168
14709,B. Anderson,"ST, LW",61,69,750000.0,1000.0,22,2024.0,3,2,72,62,45,62,38,67,57,51,52,63,62,76,69,55,33,60,41,68,50,177
4974,Serginho,"LW, LM, ST",70,70,525000.0,600.0,36,2021.0,2,3,72,65,66,73,71,73,62,70,55,76,70,75,70,50,33,63,27,75,63,169
13652,J. Hopcutt,"LW, ST",62,62,400000.0,3000.0,29,2022.0,3,3,72,61,54,65,57,61,46,57,56,63,61,74,71,70,48,61,41,80,52,180
13728,J. Kay,"LWB, ST",62,67,550000.0,2000.0,24,2023.0,3,2,72,54,53,58,58,56,49,55,35,57,55,70,73,73,62,55,36,71,45,183
5184,Walterson,"LM, LW, RW",70,71,1900000.0,8000.0,26,2024.0,3,3,72,70,65,73,69,70,49,66,61,75,73,71,72,66,55,70,68,71,63,180
4003,O. John,"LM, LW",71,71,1800000.0,15000.0,29,2025.0,4,4,72,63,69,73,70,60,49,70,60,74,75,73,72,56,37,66,69,69,62,179
13491,Chen Zhizhao,"CM, CAM, LW",62,62,240000.0,3000.0,33,2023.0,4,3,72,62,61,66,54,62,42,63,37,64,65,74,71,56,32,67,68,73,53,172
14853,D. Rivera,LW,61,76,750000.0,650.0,18,2021.0,4,2,72,54,51,67,55,62,35,57,38,70,68,72,72,34,27,61,39,63,64,178
4175,A. Barreca,"LWB, LB, LM",71,73,2100000.0,3000.0,26,2023.0,2,2,72,34,62,72,75,21,65,65,33,72,72,71,73,63,61,58,21,74,22,183
18254,J. Liburd,"RM, LWB",54,66,250000.0,1000.0,19,2022.0,3,3,72,42,46,61,42,42,38,50,39,61,59,75,69,54,45,48,35,78,42,181
14339,L. Lobato,"LW, RW",62,73,875000.0,2000.0,20,2023.0,4,2,72,60,52,68,56,60,39,55,57,68,69,71,72,60,44,54,42,73,60,174
13796,M. Olivieri,"ST, LW",62,73,900000.0,900.0,22,2024.0,2,2,72,59,51,63,53,68,52,58,44,66,64,70,73,56,32,65,34,57,60,177
14503,Zhang Wei,"LWB, LB",61,61,300000.0,4000.0,28,2023.0,3,2,72,37,53,59,53,28,62,57,29,54,60,73,72,64,65,54,31,75,39,176
863,Quaresma,"RW, LW",77,77,3400000.0,10000.0,37,2022.0,4,5,72,71,78,84,82,64,41,73,80,86,84,72,72,54,68,73,71,80,73,175
14539,J. Maguire,"LB, LWB",61,63,375000.0,2000.0,25,2022.0,2,2,72,40,54,58,57,35,54,56,36,57,55,70,73,64,56,52,54,70,42,178
13762,M. Melbourne,"LB, LWB",62,69,775000.0,2000.0,22,2022.0,3,2,72,31,46,55,53,28,56,48,31,58,49,70,74,72,61,43,37,60,47,178
18022,S. Jatta,"ST, LW",55,76,400000.0,500.0,18,2023.0,3,2,72,53,42,59,33,55,58,50,34,56,57,71,72,45,27,53,30,76,56,180
18012,A. Kazeem,"LWB, LB",55,67,275000.0,1000.0,19,2022.0,2,2,72,37,44,49,50,38,40,50,31,47,45,71,73,60,51,42,26,66,32,180
17481,Su Yuanjie,"RM, LM, LW",56,56,160000.0,3000.0,26,2023.0,3,2,72,52,46,58,55,55,65,42,45,61,48,71,72,55,35,57,34,77,65,179
17503,C. Rowe,"LB, LWB",56,66,300000.0,1000.0,21,2022.0,3,2,72,38,48,55,43,32,51,53,30,53,53,74,71,53,57,48,37,73,46,180
3061,R. Cherki,"RW, LW",73,88,7000000.0,9000.0,17,2023.0,5,5,72,67,68,81,70,64,28,69,57,84,79,75,70,55,57,69,72,84,61,176
15658,J. Reid,"LWB, LB",60,73,550000.0,2000.0,19,2024.0,2,2,72,34,48,56,53,30,50,53,27,54,53,73,72,68,66,51,35,66,39,178
15694,E. Bristow,"LB, LWB, LM",60,72,550000.0,2000.0,19,2022.0,3,2,72,37,52,57,59,36,55,54,27,57,57,71,73,64,52,51,32,56,39,188
17649,A. Stan,"LW, RW",56,67,325000.0,900.0,20,2023.0,3,2,72,52,51,57,55,56,37,54,52,56,57,75,69,52,41,47,39,66,54,176
15117,G. Amanda,"ST, RW, LW",61,67,525000.0,2000.0,22,2023.0,3,2,72,60,48,60,53,62,54,55,49,58,61,69,74,54,44,59,31,63,59,178
15049,F. Ovelar,"RW, RM, LW",61,81,900000.0,500.0,17,2022.0,3,3,72,58,53,64,58,55,45,55,55,65,62,74,70,51,35,60,45,67,61,170
15197,K. Thomas,"ST, LW",60,65,375000.0,500.0,25,2022.0,3,3,72,58,48,57,42,61,64,53,53,56,58,69,75,64,61,58,41,58,55,190
665,A. Young,"LWB, LB",78,78,4300000.0,42000.0,35,2022.0,3,4,72,66,74,77,79,63,66,77,74,78,77,79,67,68,83,69,75,75,60,175
15422,J. Hungbo,"LW, LWB",60,74,600000.0,6000.0,21,2022.0,3,3,72,53,52,63,56,56,40,54,52,62,63,73,71,47,41,56,43,76,52,180
5332,Iván Jaime,"CAM, ST, LW",70,82,3800000.0,5000.0,20,2025.0,3,3,72,70,65,71,57,72,58,69,65,73,74,74,71,62,44,73,55,69,59,180
11721,A. Barlow,"LM, LW, CF",64,73,1300000.0,2000.0,21,2022.0,3,3,72,60,61,63,57,59,53,63,57,61,63,74,71,64,48,63,62,74,65,176
7198,G. Robail,"LM, LW, ST",68,68,1300000.0,11000.0,27,2022.0,4,3,72,63,70,69,64,67,53,79,57,68,71,70,74,57,47,56,64,73,57,182
11688,M. Lercher,"LB, LWB",64,68,750000.0,3000.0,25,2022.0,2,2,72,32,54,61,64,29,48,58,30,62,60,71,73,65,53,49,28,64,37,177
9472,A. Abeid,"LWB, LB",66,70,1100000.0,2000.0,23,2022.0,3,2,72,42,54,62,57,40,60,62,33,58,65,75,69,86,55,40,42,71,40,174
10040,C. Brown,"LWB, LB",65,66,750000.0,2000.0,27,2022.0,2,2,72,44,59,61,68,46,52,63,34,59,60,72,72,79,47,59,39,69,49,174
7892,D. Avdijaj,"LM, LW",67,70,1400000.0,3000.0,24,2023.0,4,3,72,64,62,71,62,60,44,62,70,71,68,73,72,63,72,64,56,82,60,172
6443,H. Kage,"RW, LW, CAM",68,68,1000000.0,6000.0,31,2022.0,4,3,72,64,64,72,72,60,64,61,63,75,67,73,72,63,74,64,61,74,55,177
7542,J. Thomassen,"LWB, LB",67,67,525000.0,2000.0,33,2023.0,4,2,72,50,61,62,66,40,50,64,37,57,63,74,70,79,77,53,57,73,50,180
9934,J. Bertilsson,"LW, RW",65,65,450000.0,1000.0,33,2022.0,2,3,72,61,63,66,58,60,46,65,57,64,66,75,70,66,43,70,62,72,63,177
10547,B. Williams,"LWB, LB",65,74,1500000.0,8000.0,22,2022.0,3,2,72,42,55,62,60,42,53,57,31,62,59,73,71,71,49,55,37,72,41,178
10260,R. Vargas,"ST, LW",65,66,850000.0,500.0,26,2021.0,4,3,72,66,54,74,52,70,54,57,63,74,72,71,73,80,26,70,41,79,67,169
10709,Rúben Macedo,"RW, LW",65,68,950000.0,3000.0,25,2022.0,3,3,72,62,61,71,60,59,31,62,52,69,67,73,71,65,46,63,63,88,68,170
10074,Jung Seok Hwa,"LW, RM, CM",65,65,700000.0,2000.0,30,2022.0,4,3,72,62,62,70,57,58,46,63,59,69,68,74,71,69,46,64,67,77,57,174
9120,Víctor García,"LWB, LB, LM",66,67,900000.0,3000.0,27,2024.0,2,3,72,48,61,59,67,45,60,64,55,59,64,72,72,59,32,52,45,47,58,180
11419,D. Sambissa,"LB, LW",64,68,750000.0,2000.0,25,2022.0,3,2,72,47,53,65,63,45,45,55,38,66,67,70,74,58,69,55,42,63,46,177
8767,N. Bahoui,"LW, LM, ST",66,66,825000.0,3000.0,30,2022.0,4,3,72,68,65,67,63,66,68,66,67,66,72,70,73,71,55,62,68,61,64,188
10972,Y. Cumaná,"LM, LB, LW",65,67,900000.0,500.0,25,2022.0,3,4,72,52,62,65,70,45,49,61,58,70,61,70,73,70,55,61,51,65,55,170
7103,R. Meshino,"LW, ST",68,76,2700000.0,35000.0,23,2022.0,3,3,72,67,62,70,62,71,51,63,61,70,69,75,69,58,29,65,65,77,64,171
7146,Y. Fekir,"LW, RW, CAM",68,74,1900000.0,9000.0,24,2023.0,3,3,72,65,62,72,67,68,47,65,56,73,71,72,72,46,65,63,59,78,58,170
8087,J. Tymon,"LWB, LB, LM",67,76,2200000.0,8000.0,22,2022.0,3,2,72,49,56,64,61,46,56,65,28,62,65,71,73,72,70,44,49,67,40,180
9835,E. Castillo,"LB, LWB",65,65,250000.0,2000.0,34,2021.0,3,3,72,57,61,64,62,52,51,63,53,63,63,73,71,66,65,60,60,73,59,170
8839,G. Torje,"RW, LW",66,66,700000.0,2000.0,31,2025.0,4,3,72,65,64,69,66,62,57,64,66,67,67,69,74,54,69,63,73,82,73,168
9791,E. Guerrero,"RW, CAM, LW",66,71,1300000.0,1000.0,24,2022.0,3,3,72,66,56,69,65,65,65,55,53,72,70,73,71,51,49,68,30,65,48,165
10406,A. Tanaka,"CAM, LW",65,65,450000.0,500.0,33,2022.0,3,3,72,58,62,67,60,56,52,64,50,64,65,72,72,73,59,68,62,87,46,167
7994,K. Boto,"LB, LWB",67,72,1400000.0,2000.0,25,2022.0,4,2,72,47,56,62,62,36,63,63,51,61,62,73,71,81,50,60,30,68,42,183
8878,D. Andrade,"LB, LWB",66,66,825000.0,6000.0,27,2022.0,3,3,72,50,61,67,67,49,40,65,54,67,67,71,72,65,45,58,43,70,53,168
10992,A. Schjelderup,"CAM, LW, ST",65,84,1800000.0,500.0,17,2023.0,3,3,72,58,60,68,52,60,39,64,54,65,66,74,71,59,47,63,59,82,61,172
9744,Jesús Vázquez,"LB, LWB",66,79,1900000.0,2000.0,18,2025.0,2,2,72,44,58,57,68,35,60,62,52,57,55,72,72,61,57,52,31,60,32,182
9764,D. Štefulj,"LB, LWB, LM",66,74,1800000.0,500.0,21,2026.0,3,2,72,50,57,66,71,41,59,56,51,65,73,70,74,76,62,48,51,58,58,186
7956,I. Santillán,"LB, LWB, LM",67,67,875000.0,500.0,30,2021.0,2,3,72,59,65,66,67,55,43,67,55,66,66,73,72,70,61,56,60,76,63,172
11198,K. Larsen,"RW, LW",64,64,575000.0,2000.0,29,2021.0,4,3,72,61,57,68,60,61,51,61,62,67,66,76,69,67,38,62,63,79,45,183
9672,J. Doig,"LB, LWB",66,79,1900000.0,1000.0,19,2025.0,4,3,72,54,58,63,64,47,53,61,58,63,61,71,73,72,70,54,35,73,37,189
10772,L. Kambole,"ST, RW, LW",65,66,825000.0,500.0,27,2022.0,4,2,73,66,49,64,48,66,60,56,62,64,62,74,73,64,29,66,41,66,70,186
17712,G. Bokake,LW,56,68,350000.0,3000.0,19,2022.0,3,2,73,59,47,59,45,64,41,55,47,58,60,75,72,50,29,46,36,73,59,182
9801,N. Makhubela,"RW, LW, CAM",66,66,900000.0,500.0,27,2023.0,3,2,73,78,56,67,55,82,67,53,73,70,62,73,73,67,43,61,53,72,73,166
2509,J. Stanislas,"LW, LM, RW",73,73,2500000.0,30000.0,31,2023.0,3,3,73,71,73,74,74,72,43,74,51,75,75,71,75,63,36,72,79,74,68,183
1295,F. Tait,"LM, LW, CM",76,76,7500000.0,43000.0,28,2023.0,3,3,73,69,73,77,74,68,42,75,63,78,77,76,70,77,60,73,68,74,53,175
1311,A. El Ghazi,"LM, RW, LW",76,77,9000000.0,56000.0,26,2023.0,4,4,73,78,70,76,74,77,72,73,67,78,78,68,77,73,55,78,73,68,80,188
6789,Y. Kubo,"CM, CDM, LW",68,68,1300000.0,4000.0,27,2022.0,4,4,73,64,67,72,63,62,51,71,58,71,71,76,70,75,74,62,70,86,64,178
10784,S. Elia,"RW, LW, RM",65,74,1600000.0,5000.0,22,2025.0,3,2,73,66,58,66,65,65,49,61,51,70,67,75,72,54,33,65,44,58,67,183
9734,R. Fernández,LW,66,71,1300000.0,500.0,23,2022.0,3,4,73,58,59,68,65,58,43,61,45,70,68,73,73,72,31,65,65,71,48,177
11498,Z. Jules,"CB, LWB",64,70,850000.0,2000.0,24,2023.0,2,2,73,34,54,56,54,29,63,57,22,54,55,74,73,70,66,51,34,63,38,190
18011,J. Adeyemo,"RW, LW, CAM",55,65,275000.0,500.0,20,2021.0,4,2,73,52,48,56,49,54,41,48,44,54,51,71,75,67,44,50,43,74,46,175
3129,O. Kamara,"ST, LW",72,72,2000000.0,7000.0,31,2021.0,3,3,73,72,58,70,54,72,69,62,77,69,70,70,76,80,69,74,52,73,71,184
18069,A. Al Geaidy,"RW, LW",55,58,170000.0,5000.0,25,2022.0,3,2,73,44,52,60,56,42,33,49,35,63,56,70,76,51,39,46,43,69,38,177
16628,I. Shopane,"ST, RW, LW",58,64,325000.0,500.0,24,2022.0,5,2,73,57,42,61,38,58,60,45,51,60,60,74,72,65,39,56,37,68,70,177
14563,M. Smith,"LM, ST, LW",61,65,475000.0,650.0,24,2021.0,3,3,73,57,56,62,57,58,52,58,54,62,59,73,73,66,58,57,53,73,62,180
1176,F. Borini,"LW, LM, CF",76,76,7000000.0,17000.0,30,2023.0,3,3,73,74,72,77,74,73,74,77,75,77,79,76,70,73,72,79,61,78,78,180
15839,Y. Bakiz,LW,60,67,500000.0,2000.0,22,2023.0,3,3,73,58,53,61,50,58,55,55,56,62,60,70,75,67,54,58,45,68,49,186
10146,Jorginho,"RM, LW, RW",65,67,900000.0,2000.0,25,2023.0,3,3,73,64,59,66,62,64,33,62,67,65,66,73,73,64,53,64,31,74,59,171
10197,Hui Jiakang,"LM, LW",65,65,575000.0,3000.0,32,2021.0,3,3,73,60,62,66,65,58,43,66,63,65,68,72,74,72,56,56,59,70,65,180
8417,R. Vaca,"LW, LM, CAM",67,76,2300000.0,5000.0,22,2024.0,4,3,73,66,63,69,70,64,40,67,70,75,66,74,73,80,20,72,64,76,67,176
1197,F. Đuričić,"CAM, LW",76,76,7500000.0,32000.0,29,2022.0,4,4,73,69,75,78,65,67,48,79,69,79,78,74,72,55,45,70,69,77,69,181
3193,Rúben Lima,"LWB, CB",72,72,1700000.0,7000.0,31,2024.0,2,3,73,57,65,69,66,49,63,65,59,67,70,73,73,69,72,62,70,73,37,177
12775,B. Taz,"CAM, LW, CF",63,72,1100000.0,1000.0,22,2022.0,3,3,73,60,57,71,56,62,43,59,44,70,69,77,69,65,41,52,57,87,48,175
17228,A. Simsir,"LW, ST",57,74,425000.0,3000.0,19,2025.0,4,3,73,55,50,58,45,57,43,55,45,58,56,76,70,63,45,51,42,71,54,178
1832,Joshuando Sá,"LB, LWB",75,75,5500000.0,22000.0,25,2024.0,3,2,73,44,64,65,74,41,70,72,46,63,68,70,75,72,71,61,52,61,53,182
2747,A. Hjulsager,"CAM, CM, LW",73,75,3800000.0,18000.0,26,2025.0,3,3,73,68,72,74,70,69,49,74,59,74,74,75,72,81,77,71,69,73,54,175
10901,L. Oyen,LW,65,83,1800000.0,2000.0,18,2022.0,3,3,73,55,62,71,63,56,47,65,48,72,72,72,74,62,46,53,52,77,49,173
17174,E. Walker,"LW, LWB",57,71,375000.0,2000.0,18,2022.0,3,2,73,55,43,62,40,57,52,46,48,63,60,74,73,64,36,53,35,75,62,175
13252,A. Rojas,"LW, RW",63,66,625000.0,500.0,25,2021.0,4,3,73,61,55,65,63,65,58,55,55,70,61,73,73,51,35,55,55,68,66,170
10887,R. Fili,LW,65,66,850000.0,3000.0,25,2022.0,4,3,73,62,62,66,56,64,34,65,59,64,66,72,74,68,71,62,48,75,47,175
9549,O. Lebedenko,"LB, LWB",66,77,1800000.0,2000.0,22,2023.0,3,2,73,44,57,57,66,44,55,61,29,58,51,75,71,76,51,52,43,60,47,174
9598,J. Bay,"LB, LWB",66,66,775000.0,4000.0,28,2021.0,3,3,73,47,54,65,68,40,51,58,33,66,61,74,72,72,74,59,38,67,47,179
13451,H. Hope,"ST, LW",62,63,475000.0,3000.0,27,2022.0,2,2,73,60,56,62,59,61,57,60,50,62,60,72,74,68,44,63,60,61,62,179
16315,S. Bell,"ST, LW",59,75,575000.0,4000.0,19,2024.0,3,2,73,56,41,60,38,60,58,48,43,57,59,74,73,56,54,59,30,68,63,180
5095,Cryzan,"ST, LW",70,75,2400000.0,4000.0,24,2023.0,4,3,73,68,68,69,67,68,68,70,65,69,68,70,75,70,72,75,50,75,70,190
14012,R. Sila,"ST, LW",62,66,575000.0,2000.0,23,2024.0,3,3,73,61,53,62,52,61,54,55,56,63,63,72,74,59,38,62,46,61,58,185
8194,B. Srarfi,"LM, LWB, RM",67,72,1500000.0,5000.0,24,2023.0,3,4,73,62,65,71,68,58,51,66,60,72,70,76,70,55,66,60,59,77,66,176
16262,R. Colwill,"CAM, RW, LW",59,75,575000.0,3000.0,19,2023.0,3,2,73,57,53,59,39,52,56,61,47,61,58,74,73,63,55,55,51,62,45,189
13970,K. Dlamini,"LW, RW, CAM",62,65,525000.0,500.0,25,2023.0,3,2,73,59,57,63,65,58,29,61,51,66,61,75,72,60,34,62,52,58,62,173
13357,Geovani,"RW, LW",63,75,1200000.0,2000.0,20,2024.0,2,2,73,62,61,65,64,60,43,65,62,67,65,74,73,51,43,59,54,68,63,181
2714,C. Cueva,"CAM, LW, CM",73,73,3000000.0,25000.0,29,2023.0,4,3,73,68,72,76,70,68,49,74,53,76,76,80,68,54,50,74,75,85,71,168
11357,E. Miller,"RB, LB, LWB",64,64,525000.0,2000.0,28,2021.0,3,2,73,37,52,58,57,31,54,60,30,57,59,70,75,74,70,57,39,66,42,183
2189,L. Boyé,"ST, LW, CAM",74,79,6500000.0,19000.0,25,2026.0,2,4,73,72,61,77,60,74,72,63,65,81,78,72,73,68,78,73,36,71,66,183
13085,B. Wdowik,"LWB, LB, LM",63,73,1000000.0,1000.0,20,2023.0,2,2,73,45,56,59,58,53,44,60,36,58,61,77,69,67,61,54,30,58,38,184
5378,U. Bonnet,"ST, LW",70,71,1900000.0,4000.0,27,2023.0,3,3,73,71,53,68,43,73,66,63,65,68,67,70,75,78,52,73,42,69,69,181
4702,N. Colazo,"LM, LWB, LW",70,70,1500000.0,10000.0,30,2022.0,3,3,73,63,70,70,69,56,59,70,46,70,69,73,73,71,70,66,71,74,71,175
13040,D. Krezic,"LM, LWB",63,66,625000.0,900.0,25,2021.0,4,3,73,53,56,62,60,55,52,60,45,62,63,72,73,71,55,58,38,62,42,186
1579,Juanmi,"LM, ST, LW",75,75,5500000.0,23000.0,28,2024.0,3,3,73,75,69,76,73,77,72,74,71,76,77,74,73,65,55,81,57,78,64,172
10824,D. Morales,LW,65,65,700000.0,500.0,29,2021.0,2,2,73,58,59,70,66,50,69,60,67,68,70,66,79,67,62,61,41,75,63,175
11308,S. Tanser,"LWB, LB",64,66,675000.0,2000.0,26,2022.0,2,2,73,52,60,63,65,43,52,58,39,62,61,74,73,69,30,57,77,70,80,182
3204,S. Malone,"LWB, LB",72,72,2000000.0,11000.0,30,2023.0,3,3,73,63,64,70,73,58,57,65,58,71,70,69,76,75,66,66,63,73,64,189
13188,Nico Serrano,"LW, CAM, RW",63,81,1200000.0,2000.0,18,2024.0,2,3,73,56,54,70,54,61,47,60,38,70,71,77,69,50,33,53,39,76,56,178
14183,S. Shopov,"CAM, LW, RW",62,77,950000.0,1000.0,19,2022.0,3,3,73,48,65,64,68,44,42,63,51,66,61,75,71,40,46,59,56,74,48,179
1638,S. March,"LWB, RW, RM",75,76,6000000.0,44000.0,26,2024.0,2,3,73,67,73,77,79,64,48,74,56,79,76,75,72,76,55,71,64,76,55,180
11327,F. Kath,LW,64,65,700000.0,1000.0,26,2022.0,3,3,73,56,58,68,62,58,48,63,47,70,69,72,74,52,49,58,40,65,49,186
